FID,BPUIC,BEZEICHNUN,GEMEINDENA,BFS_NUMMER,KANTONSKUE,E_WGS84,N_WGS84
741,8589604,"St. Gallen, Oberstrasse",St. Gallen,3203,SG,9.369793760000000,47.419069389999997
742,8594354,"Wittenbach, Abacus-Platz",Wittenbach,3204,SG,9.396039010000001,47.450764630000002
743,8589605,"St. Gallen, Olma Messen",St. Gallen,3203,SG,9.381935550000000,47.431767340000000
744,8589606,"St. Gallen, Ostfriedhof",St. Gallen,3203,SG,9.402924540000001,47.441471059999998
745,8589607,"St. Gallen, Pelikanstrasse",St. Gallen,3203,SG,9.391228340000000,47.437503669999998
746,8589608,"St. Gallen, Post St. Georgen",St. Gallen,3203,SG,9.381243830000001,47.418265689999998
747,8589610,"St. Gallen, Riederenholz",St. Gallen,3203,SG,9.417686540000000,47.446518470000001
748,8517189,Reggenschwil,Mörschwil,3214,SG,9.405686040000001,47.465589629999997
749,8509675,"Mels, Hienzi",Mels,3293,SG,9.395978100000001,47.037390799999997
750,8589611,"St. Gallen, Rosenbergstrasse",St. Gallen,3203,SG,9.364046110000000,47.421414509999998
751,8589612,"St. Gallen, Röteli",St. Gallen,3203,SG,9.361183210000000,47.423261539999999
752,8581394,"Mörschwil, Kirche",Mörschwil,3214,SG,9.424812870000000,47.468303679999998
753,8589613,"St. Gallen, Rotmonten",St. Gallen,3203,SG,9.377026259999999,47.437130910000000
754,8502533,"Steinach, Bifang",Steinach,3217,SG,9.435660700000000,47.501369189999998
755,8574321,"Grabserberg, Winnewies",Grabs,3273,SG,9.425964110000001,47.187002919999998
756,8580869,"Steinach, Schule",Steinach,3217,SG,9.439782980000000,47.499075779999998
757,8579882,"Mels, Altersheim",Mels,3293,SG,9.424518610000000,47.046096159999998
758,8574034,"Gams, Chrezibach",Gams,3272,SG,9.431804290000001,47.201693949999999
759,8530501,Maienberg,Vilters-Wangs,3297,SG,9.426476970000000,47.015838219999999
760,8506337,Goldach MOAG (Agl),Mörschwil,3214,SG,9.444617149999999,47.472037499999999
761,8579884,"Mels, Feldackerstrasse",Mels,3293,SG,9.429663950000000,47.046051980000001
762,8574261,"Untereggen, Mittlerhof",Untereggen,3219,SG,9.445052870000000,47.450176390000003
763,8509964,"Wangs, Post",Vilters-Wangs,3297,SG,9.431197030000000,47.031340749999998
764,8580865,"Tübach, Waldegg",Tübach,3218,SG,9.450664290000001,47.473695859999999
765,8580867,"Tübach, Sonne",Tübach,3218,SG,9.452586139999999,47.486599959999999
766,8580681,"Gams, Schulhaus Höfli",Gams,3272,SG,9.443658460000000,47.206940570000000
767,8509781,"Grabs, Post",Grabs,3273,SG,9.444412290000001,47.182345890000001
768,8574412,"Sargans, Rose",Sargans,3296,SG,9.440577770000001,47.051017889999997
769,8509657,"Gonzen Palfris, Scheidweg",Wartau,3276,SG,9.442098500000000,47.091706809999998
770,8518594,Gossau SG AB Gleisende,Gossau (SG),3443,SG,9.250660010000001,47.411189999999998
771,8573945,"Gossau SG, Bahnhof",Gossau (SG),3443,SG,9.253475370000000,47.412003120000001
772,8587329,"Arnegg, Restaurant Ilge",Gossau (SG),3443,SG,9.255329990000000,47.442274220000002
773,8590322,"Gossau SG, Fennhof",Gossau (SG),3443,SG,9.255569680000001,47.403855309999997
774,8507599,"Unterterzen, Friedberg",Quarten,3295,SG,9.249211210000000,47.111995540000002
775,8507629,"Oberterzen, Dorf",Quarten,3295,SG,9.254845650000000,47.102486429999999
776,8574200,"Degersheim, Post",Degersheim,3401,SG,9.197521560000000,47.372735210000002
777,8574019,"Nesslau, Dicken",Nesslau,3360,SG,9.203107140000000,47.222665569999997
778,8509417,Murg,Quarten,3295,SG,9.215041879999999,47.113174850000000
779,8574022,"Stein SG, Mühlewies",Nesslau,3360,SG,9.230278450000000,47.193302549999999
780,8506239,Gossau-Sommerau (Agl),Gossau (SG),3443,SG,9.240657890000000,47.420089050000001
781,8516706,Gossau SG Ost,Gossau (SG),3443,SG,9.257937050000001,47.413804239999997
782,8573956,"Andwil SG, Grünau",Andwil (SG),3441,SG,9.265286570000001,47.439886199999997
783,8517310,Unterterzen Ost,Quarten,3295,SG,9.259962500000000,47.115010650000002
784,8574025,"Alt St. Johann, Horb",Wildhaus-Alt St. Johann,3359,SG,9.267025500000001,47.186372530000000
785,8582243,"Gossau SG, Bruggwis",Gossau (SG),3443,SG,9.281462879999999,47.408447299999999
786,8578304,"Gossau SG, Walter-Zoo",Gossau (SG),3443,SG,9.284100410000001,47.418013600000002
787,8578574,"Walenstadtberg, Reha-Klinik",Walenstadt,3298,SG,9.284366040000000,47.140461559999999
788,8530912,Prodalp (Prodkamm),Flums,3292,SG,9.288217169999999,47.080198179999996
789,8530497,Prodalp,Flums,3292,SG,9.290308599999999,47.080497379999997
790,8589614,"St. Gallen, Ruckhalde",St. Gallen,3203,SG,9.360217010000000,47.415225460000002
791,8589615,"St. Gallen, Ruhbergstrasse",St. Gallen,3203,SG,9.365334550000000,47.415626070000002
792,8589616,"St. Gallen, Ruhsitz",St. Gallen,3203,SG,9.354666229999999,47.413833160000003
793,8578571,"Walenstadtberg, Stauffacher",Walenstadt,3298,SG,9.296175750000000,47.136132549999999
794,8531045,Alp Sellamatt (Ruestel Talst.),Wildhaus-Alt St. Johann,3359,SG,9.300305140000001,47.176382719999999
795,8589617,"St. Gallen, Saturn",St. Gallen,3203,SG,9.402896880000000,47.438925419999997
796,8530496,Flumserberg Tannenheim,Flums,3292,SG,9.303636250000000,47.089144179999998
797,8509782,"Flumserberg Bergheim,alte Post",Flums,3292,SG,9.305661270000000,47.097730849999998
798,8581931,"Weisstannen, Vorsiez",Mels,3293,SG,9.302419830000000,46.977315160000003
799,8589618,"St. Gallen, Schachenbüel",St. Gallen,3203,SG,9.418564240000000,47.436246959999998
800,8588962,"Abtwil SG, Hüslenweg",Gaiserwald,3442,SG,9.321578290000000,47.423796650000000
801,8504819,"Walenstadt, Tisa",Walenstadt,3298,SG,9.313163700000000,47.128002029999998
802,8574027,"Unterwasser, Wäldli",Wildhaus-Alt St. Johann,3359,SG,9.318477780000000,47.197860630000001
803,8589619,"St. Gallen, Scheidweg",St. Gallen,3203,SG,9.311908510000000,47.404799830000002
804,8589620,"St. Gallen, Schibenertor",St. Gallen,3203,SG,9.373435150000001,47.425891069999999
805,8589621,"St. Gallen, Schlössli",St. Gallen,3203,SG,9.338886340000000,47.403972369999998
806,8589622,"St. Gallen, Schönenwegen",St. Gallen,3203,SG,9.347060040000001,47.416100270000001
807,8589623,"St. Gallen, Schoren",St. Gallen,3203,SG,9.360413590000000,47.425811439999997
808,8573963,"Bernhardzell, Dorf",Waldkirch,3444,SG,9.335364770000000,47.472890909999997
809,8574779,"Flumserberg Bergheim, Alpenhof",Flums,3292,SG,9.322306040000001,47.094462909999997
810,8506799,"Bernhardzell, Toregg",Waldkirch,3444,SG,9.336796200000000,47.470987139999998
811,8589624,"St. Gallen, Seeblick",St. Gallen,3203,SG,9.377791750000000,47.439943069999998
812,8588537,"Walenstadt, Stutz",Walenstadt,3298,SG,9.326091379999999,47.119629730000000
813,8589625,"St. Gallen, Singenberg",St. Gallen,3203,SG,9.384822659999999,47.427688170000003
814,8579979,"Häggenschwil, Dorfplatz",Häggenschwil,3201,SG,9.344296610000001,47.494048010000000
815,8574220,"Häggenschwil, Scheidweg",Häggenschwil,3201,SG,9.348468720000000,47.494159160000002
816,8574219,"Lömmenschwil, Schöntal",Häggenschwil,3201,SG,9.352489050000001,47.492635300000003
817,8588539,"Berschis, Unterdorf",Walenstadt,3298,SG,9.345128060000000,47.107123809999997
818,8588542,"Flums, Oberstufenzentrum",Flums,3292,SG,9.345912540000000,47.091778929999997
819,8584784,36 Garage Wildhaus Chuchitobe,Wildhaus-Alt St. Johann,3359,SG,9.350827689999999,47.204856399999997
820,8574775,"Flumserberg Saxli, Saxlirank",Flums,3292,SG,9.349803270000001,47.078604749999997
821,8589627,"St. Gallen, Sonnenhalde",St. Gallen,3203,SG,9.381844250000000,47.439434169999998
822,8589628,"St. Gallen, Sporthalle",St. Gallen,3203,SG,9.362550310000000,47.419640059999999
823,8589629,"St. Gallen, St. Fiden Zentrum",St. Gallen,3203,SG,9.391584509999999,47.430588059999998
824,8589630,"St. Gallen, Steingrüebli",St. Gallen,3203,SG,9.393234990000000,47.414878569999999
825,8589631,"St. Gallen, Stephanshorn",St. Gallen,3203,SG,9.408239150000000,47.444250640000000
826,8579846,"Wittenbach, Oberlören",Wittenbach,3204,SG,9.366593790000000,47.474551820000002
827,8588541,"Flums, Lochriet",Flums,3292,SG,9.353393349999999,47.097610850000002
828,8589632,"St. Gallen, Stocken",St. Gallen,3203,SG,9.325257420000000,47.407164670000000
829,8589633,"St. Gallen, Storchenstrasse",St. Gallen,3203,SG,9.391419160000000,47.439812640000000
830,8589634,"St. Gallen, Talstrasse",St. Gallen,3203,SG,9.397860720000001,47.435763010000002
831,8574770,"Flumserberg Saxli, Mutten",Flums,3292,SG,9.358922390000000,47.076527100000000
832,8589635,"St. Gallen, Tigerberg",St. Gallen,3203,SG,9.372310479999999,47.428141099999998
833,8589637,"St. Gallen, Uni/Dufourstrasse",St. Gallen,3203,SG,9.378023530000000,47.432840689999999
834,8589638,"St. Gallen, Untere Kräzern",St. Gallen,3203,SG,9.319925580000000,47.406666829999999
835,8589639,"St. Gallen, Vogelherd",St. Gallen,3203,SG,9.415164819999999,47.433974929999998
836,8589640,"St. Gallen, Vonwil",St. Gallen,3203,SG,9.357450920000000,47.417178749999998
837,8589641,"St. Gallen, Waldacker",St. Gallen,3203,SG,9.348569019999999,47.413826139999998
838,8589642,"St. Gallen, Waldau",St. Gallen,3203,SG,9.350720369999999,47.417632200000000
839,8589643,"St. Gallen, Waldgutstrasse",St. Gallen,3203,SG,9.376106930000001,47.435553880000001
840,8589644,"St. Gallen, Westcenter",St. Gallen,3203,SG,9.305473340000001,47.405704700000001
841,8589645,"St. Gallen, Wilen",St. Gallen,3203,SG,9.419518710000000,47.438020989999998
842,8589646,"St. Gallen, Winkeln",St. Gallen,3203,SG,9.300752480000000,47.400688760000001
843,8589647,"St. Gallen, Winkelriedstrasse",St. Gallen,3203,SG,9.370017810000000,47.425975219999998
844,8589648,"St. Gallen, Wolfganghof",St. Gallen,3203,SG,9.332473390000001,47.402134369999999
845,8589649,"St. Gallen, Zil",St. Gallen,3203,SG,9.413223070000001,47.442393240000001
846,8589890,"St. Gallen, Im Feld",St. Gallen,3203,SG,9.299647840000000,47.406617390000001
847,8589895,"St. Gallen, Stahl KV-Schule",St. Gallen,3203,SG,9.358157050000001,47.420954680000001
848,8589896,"St. Gallen, Biderstrasse",St. Gallen,3203,SG,9.302922270000000,47.404378399999999
849,8589897,"St. Gallen, Hechtacker",St. Gallen,3203,SG,9.345461009999999,47.410683610000000
850,8517187,St. Gallen Guggeien,Wittenbach,3204,SG,9.398480960000001,47.451883850000002
851,8574240,"Kronbühl, Bruggbach",Wittenbach,3204,SG,9.398853409999999,47.455152390000002
852,8506650,"Berg SG, Seeblick",Berg (SG),3211,SG,9.401569980000000,47.486711990000003
853,8589898,"St. Gallen, Bernhardswies",St. Gallen,3203,SG,9.341732190000000,47.409071689999998
854,8589899,"St. Gallen, Walserstrasse",St. Gallen,3203,SG,9.334710350000000,47.406901959999999
855,8574032,"Gams, Schutzgunten",Gams,3272,SG,9.405350470000000,47.195670870000001
856,8589900,"St. Gallen, Rickenweg",St. Gallen,3203,SG,9.331145100000001,47.406519570000000
857,8580033,"Plons (Mels), Kaserne",Mels,3293,SG,9.404628300000001,47.057937889999998
858,8589901,"St. Gallen, Hinterbergstrasse",St. Gallen,3203,SG,9.327960180000000,47.405276170000000
859,8574575,"Gigerwald, Restaurant",Pfäfers,3294,SG,9.400534100000000,46.913708200000002
860,8574326,"Grabserberg, Eggenberg",Grabs,3273,SG,9.414370780000000,47.177575189999999
861,8509673,"Mels, Lütsch",Mels,3293,SG,9.411741400000000,47.038353479999998
862,8574824,"Mels, Schurs",Mels,3293,SG,9.414782450000001,47.033730210000002
863,8574324,"Grabserberg, Lehn",Grabs,3273,SG,9.421803089999999,47.184060530000004
864,8509978,"Mels, Oberdorf",Mels,3293,SG,9.416652210000001,47.044459449999998
865,8579885,"Mels, Bahnhof",Mels,3293,SG,9.417027149999999,47.053549830000001
866,8574821,"Mels, Huob",Mels,3293,SG,9.422406329999999,47.044863990000003
867,8574320,"Grabs, Abzw. Leversberg",Grabs,3273,SG,9.428168290000000,47.186649910000000
868,8574035,"Gams, Simmirank",Gams,3272,SG,9.431767040000000,47.195738179999999
869,8589891,"Sargans, Stadterwingert",Sargans,3296,SG,9.427486780000001,47.053009109999998
870,8574317,"Grabs, Kohlplatz",Grabs,3273,SG,9.437758620000000,47.180167310000002
871,8574619,"Wangs, Pizolbahn",Vilters-Wangs,3297,SG,9.433613660000001,47.029796089999998
872,8579886,"Mels, Pizolcenter",Mels,3293,SG,9.434913390000000,47.040319070000002
873,8594789,"Mels, Wolfriet",Mels,3293,SG,9.437714379999999,47.040603220000001
874,8595258,"Buchserberg, Kurhaus",Buchs (SG),3271,SG,9.443397980000000,47.151771400000001
875,8574453,"Eggersriet, Tannacker",Eggersriet,3212,SG,9.457414220000000,47.440028509999998
876,8580497,"Grabs, Spital",Grabs,3273,SG,9.449161950000001,47.174587950000003
877,8595257,"Buchserberg, Brunnenbett",Buchs (SG),3271,SG,9.450311330000000,47.155681629999997
878,8595256,"Buchserberg, Hölzig Alvier",Buchs (SG),3271,SG,9.454547450000000,47.151531450000000
879,8580718,"Goldach, Bahnhof",Goldach,3213,SG,9.468100850000001,47.473355259999998
880,8595255,"Buchserberg, Rhynerhaus",Buchs (SG),3271,SG,9.457822940000000,47.152697670000002
881,8576362,"Grabs, Lims",Grabs,3273,SG,9.459239130000000,47.169939489999997
882,8596123,"Goldach, Klosterstrasse",Goldach,3213,SG,9.473935129999999,47.475322060000003
883,8591811,"Goldach, Sonnenhalde",Goldach,3213,SG,9.476659120000001,47.481302069999998
884,8530809,Frümsen (Luftseilbahn),Sennwald,3274,SG,9.470492360000000,47.247697170000002
885,8574312,"Frümsen, Frol",Sennwald,3274,SG,9.479980550000001,47.248411160000003
886,8591816,"Rorschach, Trischlistrasse",Rorschach,3215,SG,9.489095170000001,47.478563160000000
887,8574336,"Oberschan, alte Post",Wartau,3276,SG,9.475625020000001,47.099575080000001
888,8509404,Buchs SG,Buchs (SG),3271,SG,9.478636690000000,47.168411970000001
889,8581481,"Rorschach Stadt, Bahnhof",Rorschach,3215,SG,9.490845999999999,47.475788020000003
890,8506306,Rorschach Hafen,Rorschach,3215,SG,9.492923290000000,47.478589919999997
891,8587407,"Räfis, Schulhaus",Buchs (SG),3271,SG,9.483689800000001,47.148587339999999
892,8509457,"Vasön, Dorf",Pfäfers,3294,SG,9.477304620000000,46.953308499999999
893,8591775,"Räfis, Weidweg",Buchs (SG),3271,SG,9.485144740000001,47.145592149999999
894,8595645,"Gretschins, Magletsch",Wartau,3276,SG,9.484115330000000,47.100377969999997
895,8580498,"Haag (Rheintal), Dorf",Sennwald,3274,SG,9.488551660000001,47.209046979999997
896,8595443,"Rorschach, Mühletobelstrasse",Rorschach,3215,SG,9.501213430000000,47.475531650000001
897,8509974,"Valens, Post",Pfäfers,3294,SG,9.482133170000001,46.970382039999997
898,8591819,"Trübbach, Oberstufenzentrum",Wartau,3276,SG,9.487042069999999,47.079054569999997
899,8588197,"Sevelen, Post",Sevelen,3275,SG,9.489379919999999,47.122581029999999
900,8582096,"Trübbach, Seidenbaum",Wartau,3276,SG,9.488038990000000,47.080323499999999
901,8506311,Rorschach,Rorschach,3215,SG,9.505141289999999,47.478001980000002
902,8591470,"Sennwald, Forstegg",Sennwald,3274,SG,9.498071230000001,47.249465749999999
903,8589892,"Weite, alte Gasse",Wartau,3276,SG,9.493053870000001,47.086064579999999
904,8589894,"Weite, Weitegartenweg",Wartau,3276,SG,9.496311130000000,47.091639020000002
905,8582470,"Bad Ragaz, St. Leonhard",Bad Ragaz,3291,SG,9.493993229999999,47.013379219999997
906,8509858,"Pfäfers, Postplatz",Pfäfers,3294,SG,9.498819149999999,46.988655569999999
907,8582467,"Bad Ragaz, Bahnhofstrasse",Bad Ragaz,3291,SG,9.503309050000000,47.006580200000002
908,8506389,Alter Zoll,Altstätten,3251,SG,9.522080000000001,47.368539990000002
909,8578470,"Altstätten SG, Sägentobel",Altstätten,3251,SG,9.523938820000000,47.390091159999997
910,8506352,Wartensee,Thal,3237,SG,9.533580000000001,47.471800000000002
911,8582473,"Bad Ragaz, Fluppi",Bad Ragaz,3291,SG,9.517698700000000,46.995009369999998
912,8587469,"Rüthi (Rheintal), Dorf",Rüthi (SG),3256,SG,9.538320199999999,47.294465539999997
913,8581508,"Altenrhein, Markthalle",Thal,3237,SG,9.547640180000000,47.485410139999999
914,8574144,"Lüchingen, Sportanlagen/GESA",Altstätten,3251,SG,9.544833369999999,47.385753110000003
915,8578463,"Altstätten SG, Depot",Altstätten,3251,SG,9.545022879999999,47.380495130000000
916,8578481,"Altstätten SG, Unterlitten",Altstätten,3251,SG,9.549623270000000,47.374238839999997
917,8587486,"Altstätten SG, Eichbergerstr.",Altstätten,3251,SG,9.549715760000000,47.375235869999997
918,8588957,"Oberriet SG, Hirschensprung",Rüthi (SG),3256,SG,9.548019190000000,47.305625569999997
919,8581509,"Altenrhein, Schulhaus",Thal,3237,SG,9.556034220000001,47.490214260000002
920,8587490,"Oberriet SG, Moos",Oberriet (SG),3254,SG,9.549071500000000,47.310824959999998
921,8578461,"Marbach SG, Gehren",Marbach (SG),3253,SG,9.565953370000001,47.390458549999998
922,8581492,"Altenrhein, Hegi",Thal,3237,SG,9.570459840000000,47.482184760000003
923,8588232,"Oberriet SG, Franziskusstrasse",Oberriet (SG),3254,SG,9.565388370000001,47.326541079999998
924,8587488,"Oberriet SG, Sekundarschule",Oberriet (SG),3254,SG,9.566706990000000,47.323106629999998
925,8578460,"Marbach SG, Ranft",Marbach (SG),3253,SG,9.572386270000001,47.393938880000000
926,8581494,"Rheineck, Schwimmbad",Rheineck,3235,SG,9.583077840000000,47.472216469999999
927,8574093,"Rheineck, Bahnhof",Rheineck,3235,SG,9.589824739999999,47.468096359999997
928,8506351,Ruderbach,St. Margrethen,3236,SG,9.595290750000000,47.461534450000002
929,8506456,"Balgach, Rathaus",Balgach,3232,SG,9.605992870000000,47.406728520000001
930,8574170,"Kriessern, Dorf",Oberriet (SG),3254,SG,9.606006010000000,47.364727279999997
931,8517194,Rheineck Ost,St. Margrethen,3236,SG,9.613911229999999,47.458450450000001
932,8506317,Heerbrugg,Au (SG),3231,SG,9.627248829999999,47.410392510000001
933,8578440,"Widnau, Rhydorf",Widnau,3238,SG,9.629598400000001,47.407713850000000
934,8589538,"St. Margrethen SG, Central",St. Margrethen,3236,SG,9.631748410000000,47.453470799999998
935,8578433,"Heerbrugg, Dornacherhof",Au (SG),3231,SG,9.631194910000000,47.414296829999998
936,8578431,"Heerbrugg, Kloteren",Au (SG),3231,SG,9.632784400000000,47.420699960000000
937,8591854,"Widnau, Viscose",Widnau,3238,SG,9.643550670000000,47.408573099999998
938,8506445,"St. Margrethen SG, Rheinpark",St. Margrethen,3236,SG,9.651484900000000,47.449585689999999
939,8574305,"Gams, Gamschol",Gams,3272,SG,9.447740380000001,47.215777019999997
940,8574265,"Goldach, Untereggerstrasse",Goldach,3213,SG,9.461591410000000,47.471417989999999
941,8574307,"Sax, Rofisbach",Sennwald,3274,SG,9.452614680000000,47.226677909999999
942,8580685,"Goldach, TZM/Kellen",Goldach,3213,SG,9.462393590000000,47.477503880000000
943,8515467,Sargans Süd,Sargans,3296,SG,9.446214860000000,47.044788500000003
944,8595370,"Gams, Karmaad",Gams,3272,SG,9.453751929999999,47.205351659999998
945,8574624,"Vilters, Härtistrasse",Vilters-Wangs,3297,SG,9.448312509999999,47.030133370000001
946,8574451,"Eggersriet, Wiesen",Eggersriet,3212,SG,9.463998399999999,47.441595780000000
947,8506305,Goldach,Goldach,3213,SG,9.466996930000001,47.473798150000000
948,8574309,"Sax, Hueb",Sennwald,3274,SG,9.460704460000001,47.235569710000000
949,8580684,"Goldach, Kronenplatz",Goldach,3213,SG,9.470719420000000,47.478680480000001
950,8580492,"Frümsen, Schäfli",Sennwald,3274,SG,9.464107159999999,47.238209179999998
951,8584902,Tankstelle PU Schwizer Kloste,Goldach,3213,SG,9.473169820000001,47.475925439999997
952,8506753,"Eggersriet, Post",Eggersriet,3212,SG,9.472694049999999,47.442531750000001
953,8579698,"Sargans, Markthalle",Sargans,3296,SG,9.459420240000000,47.061935089999999
954,8518085,Goldach Ost,Goldach,3213,SG,9.479555590000000,47.475451630000002
955,8595254,"Buchs SG, Mühle Altendorf",Buchs (SG),3271,SG,9.467846990000000,47.157209039999998
956,8574311,"Frümsen, Rathaus",Sennwald,3274,SG,9.472287540000000,47.244525320000001
957,8591450,"Buchs SG, Brunnenstrasse",Buchs (SG),3271,SG,9.469856740000001,47.172271830000000
958,8574337,"Oberschan, Schwimmbad",Wartau,3276,SG,9.468565690000000,47.101058750000000
959,8591456,"Buchs SG, Kath. Kirche",Buchs (SG),3271,SG,9.471394710000000,47.163786739999999
960,8591461,"Buchs SG, Sekundarschule",Buchs (SG),3271,SG,9.472233010000000,47.161198550000002
961,8591467,"Buchs SG, Wiedenstrasse",Buchs (SG),3271,SG,9.474889050000000,47.169285559999999
962,8517312,Bad Ragaz Ost,Bad Ragaz,3291,SG,9.469089390000001,47.003304139999997
963,8574285,"Rorschacherberg, Rosenegg",Rorschacherberg,3216,SG,9.487181980000001,47.468862280000003
964,8574284,"Rorschacherberg, Zelgstrasse",Rorschacherberg,3216,SG,9.487264850000001,47.470669219999998
965,8580682,"Rorschach, Bodan",Rorschach,3215,SG,9.487967820000000,47.478925019999998
966,8574449,"Grub AR, Riemen",Eggersriet,3212,SG,9.486934570000001,47.441425580000001
967,8591466,"Buchs SG, Bahnhofstrasse Ost",Buchs (SG),3271,SG,9.477107370000001,47.166906830000002
968,8509850,"Oberschan, Museum",Wartau,3276,SG,9.474583070000000,47.098162879999997
969,8587570,"Buchs SG, Flösweg",Buchs (SG),3271,SG,9.477964000000000,47.157884840000001
970,8530503,Bad Ragaz Matells (Talst.),Bad Ragaz,3291,SG,9.473525670000001,47.017271520000001
971,8574272,"Rorschach, Signalstrasse",Rorschach,3215,SG,9.492013690000000,47.477503730000002
972,8506113,Rorschach Hafen (See),Rorschach,3215,SG,9.492505850000001,47.478907520000000
973,8574333,"Trübbach, Haus Dr. Sulser",Wartau,3276,SG,9.478009800000001,47.074653390000002
974,8574332,"Trübbach, Bahnhof",Wartau,3276,SG,9.480470159999999,47.071820270000003
975,8579695,"Sevelen, Abzw. Bad Rans",Sevelen,3275,SG,9.485470250000001,47.140655520000003
976,8582590,"Rorschach, Brauerstrasse",Rorschach,3215,SG,9.498798570000000,47.474854919999999
977,8505362,Trübbach Nord,Wartau,3276,SG,9.484649259999999,47.074688219999999
978,8581989,"Sevelen, Veltur",Sevelen,3275,SG,9.487427700000000,47.122894780000003
979,8574282,"Rorschach, Langmoosstrasse",Rorschach,3215,SG,9.502055530000000,47.472952470000003
980,8574314,"Sennwald, Äugstisriet",Sennwald,3274,SG,9.495375109999999,47.256316150000004
981,8588177,"Sevelen, Bahnhof",Sevelen,3275,SG,9.493673740000000,47.125230690000002
982,8584890,Tankstelle AVIA Sennwald,Sennwald,3274,SG,9.502079419999999,47.259325330000003
983,8574304,"Rorschacherberg, Burg",Rorschacherberg,3216,SG,9.511003210000000,47.473053419999999
984,8519027,Rorschach GB,Rorschacherberg,3216,SG,9.513210000000001,47.478290000000001
985,8574447,Grub SG,Eggersriet,3212,SG,9.513098950000000,47.453303140000003
986,8582468,"Bad Ragaz, Im Ochsenbrunnen",Bad Ragaz,3291,SG,9.496744890000000,47.008632830000003
987,8509697,"Bad Ragaz, Post",Bad Ragaz,3291,SG,9.500376790000001,47.002844730000000
988,8582493,"Bad Ragaz, Maienfelderstrasse",Bad Ragaz,3291,SG,9.502630679999999,47.002624210000000
989,8581436,"Pfäfers, Wiesli",Pfäfers,3294,SG,9.505925110000000,46.992882770000001
990,8578471,"Altstätten SG, Tannenbaum",Altstätten,3251,SG,9.522136379999999,47.387028600000001
991,8581487,"Staad SG, Hafen",Thal,3237,SG,9.533288669999999,47.480605470000000
992,8506444,"Eichberg, Post",Eichberg,3252,SG,9.531542140000001,47.342509990000003
993,8581531,"Staad SG, Bahnhof",Thal,3237,SG,9.537076290000000,47.481409560000003
994,8506446,"Hinterforst, Post",Eichberg,3252,SG,9.532547850000000,47.358003449999998
995,8595377,"Oberriet SG, Kobelwies",Altstätten,3251,SG,9.540240940000000,47.326777059999998
996,8574299,"Staad SG, Nagelstein",Thal,3237,SG,9.551299690000000,47.472288429999999
997,8587491,"Rüthi (Rheintal), Industrie",Rüthi (SG),3256,SG,9.546077700000000,47.300010530000002
998,8518556,Rüthi SG Unterwerk,Rüthi (SG),3256,SG,9.557793119999999,47.302585069999999
999,8595378,"Oberriet SG, Loogarten",Oberriet (SG),3254,SG,9.563243829999999,47.321208990000002
1000,8587487,"Oberriet SG, Eichenwies",Oberriet (SG),3254,SG,9.568071300000000,47.328111159999999
1001,8574295,"Rheineck, Asylstrasse",Rheineck,3235,SG,9.579663060000000,47.466503449999998
1002,8574294,"Rheineck, National",Rheineck,3235,SG,9.585574500000000,47.467005690000001
1003,8506454,"Rebstein, Dorf",Rebstein,3255,SG,9.583064960000000,47.397861970000001
1004,8588227,"Montlingen, Letzau",Oberriet (SG),3254,SG,9.589492710000000,47.347688650000002
1005,8589540,"Rheineck, Brüggershofstrasse",St. Margrethen,3236,SG,9.596525489999999,47.461556399999999
1006,8578456,"Balgach, Dorf",Balgach,3232,SG,9.608888690000001,47.407214009999997
1007,8574136,"Heerbrugg, Schulen",Balgach,3232,SG,9.625264050000000,47.412546720000002
1008,8578429,"Au SG, Oberdorf",Au (SG),3231,SG,9.634698130000000,47.430453020000002
1009,8591853,"Widnau, Unterdorf",Widnau,3238,SG,9.634273640000000,47.411808989999997
1010,8506462,"Widnau, Post",Widnau,3238,SG,9.635424270000000,47.402753460000000
1011,8595540,"Widnau, Schlatt",Widnau,3238,SG,9.638818420000000,47.403750580000001
1012,8515471,St. Margrethen Ost (Abzw),St. Margrethen,3236,SG,9.645379990000000,47.451943640000003
1013,8509635,"Gams, Gasenzen",Gams,3272,SG,9.448544130000000,47.210814310000004
1014,8586761,36 PU Schwizer Goldach,Goldach,3213,SG,9.459788670000000,47.467774980000002
1015,8509411,Sargans,Sargans,3296,SG,9.445399999999999,47.045359990000001
1016,8595372,"Grabs, Mühlbachstrasse",Grabs,3273,SG,9.451654120000001,47.180500840000001
1017,8579728,"Grabs, Pflegeheim",Grabs,3273,SG,9.453118520000000,47.172782159999997
1018,8515469,Sargans Ost,Sargans,3296,SG,9.448949790000000,47.043206099999999
1019,8574339,"Oberschan, Abzw. Hotel Alvier",Wartau,3276,SG,9.457619680000001,47.092784660000000
1020,8574039,"Buchs SG, Werdenberg",Grabs,3273,SG,9.463606560000001,47.168548999999999
1021,8574268,"Goldach, Rotenstein",Goldach,3213,SG,9.475513030000000,47.478407240000003
1022,8530508,Hotel Alvier,Wartau,3276,SG,9.461846930000000,47.090289830000003
1023,8580692,"Goldach, Appenzeller Strasse",Goldach,3213,SG,9.477098920000000,47.470965790000001
1024,8591454,"Buchs SG, Haus Wieden",Buchs (SG),3271,SG,9.469921890000000,47.168428630000001
1025,8574040,"Buchs SG, Rathaus",Buchs (SG),3271,SG,9.470592890000001,47.165600470000001
1026,8530505,Pardiel,Bad Ragaz,3291,SG,9.464807450000000,46.989531820000003
