FID,BPUIC,BEZEICHNUN,GEMEINDENA,BFS_NUMMER,KANTONSKUE,E_WGS84,N_WGS84
1302,8589926,"Bronschhofen, Bildfeld Nord",Wil (SG),3427,SG,9.034802980000000,47.471311110000002
1303,8573619,"Bronschhofen, Gemeindehaus",Wil (SG),3427,SG,9.036405520000001,47.475633969999997
1304,8578516,"Kirchberg SG, Strick",Kirchberg (SG),3392,SG,9.036664090000000,47.407405310000001
1305,8573863,"Kaltbrunn, Müllisperg",Kaltbrunn,3313,SG,9.030924590000000,47.208801790000003
1306,8516638,Rickentunnel,Kaltbrunn,3313,SG,9.033267980000000,47.220086969999997
1307,8578826,"Wil SG, Bahnhof Süd",Wil (SG),3427,SG,9.041612949999999,47.461312499999998
1308,8578517,"Kirchberg SG, Neudorf",Kirchberg (SG),3392,SG,9.043095330000000,47.414144170000000
1309,8573925,"Wil SG, Rössli",Wil (SG),3427,SG,9.046907910000000,47.462264529999999
1310,8506677,"Wil SG, Lindenhof",Wil (SG),3427,SG,9.048237220000001,47.457972990000002
1311,8573926,"Wil SG, Rapp",Wil (SG),3427,SG,9.049006210000000,47.454894680000002
1312,8591663,"Wil SG, Rudenzburg",Wil (SG),3427,SG,9.049884219999999,47.463302610000000
1313,8591678,"Wil SG, Hofberg",Wil (SG),3427,SG,9.052665200000000,47.472763489999998
1314,8591658,"Wil SG, Neugruben",Wil (SG),3427,SG,9.054178909999999,47.475423130000003
1315,8584996,"Schänis, Schulhaus Oberdorf",Schänis,3315,SG,9.045108810000000,47.158545310000001
1316,8573870,"Schänis, Rathausplatz",Schänis,3315,SG,9.045946770000000,47.159561470000000
1317,8591666,"Wil SG, Sonnenberg",Wil (SG),3427,SG,9.055577990000000,47.467325289999998
1318,8573982,"Mosnang, Weiher",Mosnang,3394,SG,9.052436600000000,47.363347990000001
1319,8587758,"Rossrüti, Oberdorf",Wil (SG),3427,SG,9.057615150000000,47.473234079999997
1320,8573866,"Rufi, Sonne",Schänis,3315,SG,9.049021730000000,47.186787289999998
1321,8585212,"Rieden SG, Schulhaus",Gommiswald,3341,SG,9.050137780000000,47.219985010000002
1322,8587757,"Wil SG, Breitenloo",Wil (SG),3427,SG,9.058310700000000,47.470804450000003
1323,8591659,"Wil SG, Neulanden",Wil (SG),3427,SG,9.058723040000000,47.468225850000003
1324,8573872,"Schänis, Windegg",Schänis,3315,SG,9.049837800000001,47.146857679999997
1325,8587865,"Rossrüti, Altersheim",Wil (SG),3427,SG,9.060562570000000,47.473732550000001
1326,8591671,"Wil SG, Waldau",Wil (SG),3427,SG,9.062128700000001,47.463752120000002
1327,8591670,"Wil SG, Ulrich-Röschstrasse",Wil (SG),3427,SG,9.063300140000001,47.469097230000003
1328,8506207,Schwarzenbach SG,Jonschwil,3405,SG,9.068430690000000,47.445187630000000
1329,8585402,"Bazenheid, altes Zeughaus",Kirchberg (SG),3392,SG,9.071291739999999,47.408412120000001
1330,8517307,Ziegelbrücke Biberlikopftunnel,Schänis,3315,SG,9.067040009999999,47.131464800000003
1331,8519599,Bütschwil Süd,Bütschwil-Ganterschwil,3395,SG,9.075476910000001,47.358228619999998
1332,8506618,"Lichtensteig, Gurtberg",Wattwil,3379,SG,9.079189090000000,47.329576690000003
1333,8580611,"Ganterschwil, Grund",Bütschwil-Ganterschwil,3395,SG,9.088369009999999,47.382083080000001
1334,8506620,"Lichtensteig, Steigrüti",Lichtensteig,3374,SG,9.087244060000000,47.333744129999999
1335,8506200,Wattwil,Wattwil,3379,SG,9.086460000000001,47.299480000000003
1336,8578493,"Weesen, Autis",Weesen,3316,SG,9.102069589999999,47.136181360000002
1337,8578590,"Ebnat, Kappel",Ebnat-Kappel,3352,SG,9.118777110000000,47.266895040000001
1338,8506297,Ebnat-Kappel,Ebnat-Kappel,3352,SG,9.120969990000001,47.263660000000002
1339,8506578,"Niederuzwil, Luxenburg",Uzwil,3408,SG,9.130713090000000,47.449176010000002
1340,8530492,Niederschlag,Amden,3311,SG,9.146405110000000,47.161667319999999
1341,8506482,"Wolfertswil, Magdenau",Degersheim,3401,SG,9.171592790000000,47.401699870000002
1342,8506298,Krummenau,Nesslau,3360,SG,9.167940000000000,47.248860000000001
1343,8506052,"Hoffeld, Post",Neckertal,3378,SG,9.175199350000000,47.362358299999997
1344,8574204,"Hoffeld, Säge-Waldbach",Neckertal,3378,SG,9.176231500000000,47.360714399999999
1345,8574199,"Hemberg, Rütelirank",Hemberg,3372,SG,9.182762320000000,47.292034829999999
1346,8580559,"Flawil, Lindengut",Flawil,3402,SG,9.192092049999999,47.412986910000001
1347,8574205,"Dicken b Dgh, Freihof",Neckertal,3378,SG,9.190402020000001,47.341076670000000
1348,8506754,"Ennetbühl, Dorf",Nesslau,3360,SG,9.210015390000001,47.240634280000002
1349,8582020,"Gossau SG, Lindenhof",Gossau (SG),3443,SG,9.241386840000001,47.427225499999999
1350,8503763,"Atzmännig, Schutt",Eschenbach (SG),3342,SG,8.996020090000000,47.284542799999997
1351,8573882,"Benken SG, Giessen",Benken (SG),3312,SG,8.994024610000000,47.183846279999997
1352,8530477,Atzmännig Schutt (Talstation),Eschenbach (SG),3342,SG,8.997100189999999,47.285310879999997
1353,8573880,"Benken SG, Sand",Benken (SG),3312,SG,8.998310650000001,47.192352929999998
1354,8594380,"Walde SG, Dorf",Eschenbach (SG),3342,SG,9.009714530000000,47.270088840000000
1355,8574442,"Gommiswald, Gauenhof",Gommiswald,3341,SG,9.020823190000000,47.234167169999999
1356,8589925,"Bronschhofen, Bildfeld Mitte",Wil (SG),3427,SG,9.033101130000000,47.468977670000001
1357,8578796,"Wil SG, Kantonsschule",Wil (SG),3427,SG,9.034418300000000,47.460701309999997
1358,8506740,"Bronschhofen, Feuerwehrdepot",Wil (SG),3427,SG,9.036034799999999,47.478310850000000
1359,8573618,"Wil SG, Letten",Wil (SG),3427,SG,9.038737960000001,47.472012399999997
1360,8515273,Rufibach,Schänis,3315,SG,9.035340000000000,47.177019989999998
1361,8591669,"Wil SG, Stadtmarkt",Wil (SG),3427,SG,9.045155660000001,47.463980100000001
1362,8591664,"Wil SG, Scheibenberg",Wil (SG),3427,SG,9.045673100000000,47.468812700000001
1363,8573994,"Libingen, Lindenboden",Mosnang,3394,SG,9.043663120000000,47.342410209999997
1364,8594384,"Wil SG, Quellenstrasse",Wil (SG),3427,SG,9.048361710000000,47.472607549999999
1365,8587780,"Kirchberg SG, Husen",Kirchberg (SG),3392,SG,9.046715969999999,47.412033749999999
1366,8578552,"Ricken SG, Kirche",Wattwil,3379,SG,9.046161760000000,47.265492840000000
1367,8573865,"Rufi, Wiesental",Schänis,3315,SG,9.046861170000000,47.193492980000002
1368,8586780,36 PU PAUT Krinau,Wattwil,3379,SG,9.050959629999999,47.316810820000001
1369,8573871,"Schänis, Oberbirg",Schänis,3315,SG,9.048112039999999,47.154807929999997
1370,8591676,"Wil SG, Bienenstrasse",Wil (SG),3427,SG,9.060557650000000,47.467480469999998
1371,8584997,"Schänis, Schulhaus Chastli",Schänis,3315,SG,9.051605439999999,47.161846189999999
1372,8506496,"Dorf b. Schänis, Landi",Schänis,3315,SG,9.054304230000000,47.173371209999999
1373,8573605,"Rossrüti, Furtbach",Wil (SG),3427,SG,9.065235639999999,47.475556079999997
1374,8506224,Bazenheid MICARNA (Abzw),Kirchberg (SG),3392,SG,9.070951310000000,47.414785070000001
1375,8506223,Bazenheid ZAB (Agl),Kirchberg (SG),3392,SG,9.072759650000000,47.418793170000001
1376,8515489,Ziegelbrücke Ost (Abzw),Schänis,3315,SG,9.064125080000000,47.133909170000003
1377,8503977,"Wattwil, Mittlerer Hummelwald",Wattwil,3379,SG,9.069304239999999,47.278932259999998
1378,8579275,"Schwarzenbach SG, Kapelle",Jonschwil,3405,SG,9.075960950000001,47.440356500000000
1379,8580489,"Bütschwil, Hofwiesen",Bütschwil-Ganterschwil,3395,SG,9.073736759999999,47.362355569999998
1380,8506055,"Lütisburg, Grünhügel",Lütisburg,3393,SG,9.080001400000000,47.404980590000001
1381,8506783,"Züberwangen, Zentrum",Zuzwil (SG),3426,SG,9.083725520000000,47.466766489999998
1382,8515454,Lichtensteig Süd (Abzw),Wattwil,3379,SG,9.080481490000000,47.316776959999999
1383,8581127,"Jonschwil, Sonne",Jonschwil,3405,SG,9.085236200000001,47.423429110000001
1384,8584905,Tankstelle Grob Kies Lichtens,Wattwil,3379,SG,9.082403660000001,47.321054439999997
1385,8574003,"Lichtensteig, Rest. Bahnhöfli",Wattwil,3379,SG,9.082489870000000,47.321612920000000
1386,8503976,"Wattwil, Vorderer Hummelwald",Wattwil,3379,SG,9.081525409999999,47.285146210000001
1387,8506622,"Dietfurt, Langensteig",Bütschwil-Ganterschwil,3395,SG,9.083829120000001,47.337580330000002
1388,8574002,"Lichtensteig, Bahnhof",Wattwil,3379,SG,9.083332290000000,47.319756650000002
1389,8506621,"Lichtensteig, St. Loreto",Lichtensteig,3374,SG,9.084710729999999,47.330127789999999
1390,8506619,"Lichtensteig, Post",Lichtensteig,3374,SG,9.087288830000000,47.324063410000001
1391,8574011,"Wattwil, ev. Kirche",Wattwil,3379,SG,9.088623280000000,47.303901390000000
1392,8506625,"Oberhelfenschwil, Tobelacker",Oberhelfenschwil,3375,SG,9.100028410000000,47.350338960000002
1393,8585017,"Weesen, Rest. Bahnhof",Weesen,3316,SG,9.095065350000000,47.133176390000003
1394,8595388,"Algetshausen, Dorf",Uzwil,3408,SG,9.106955310000000,47.447740000000003
1395,8586781,36 PU PAUT Oberhelfenschwil,Oberhelfenschwil,3375,SG,9.113716459999999,47.354258659999999
1396,8578589,"Ebnat, Au",Ebnat-Kappel,3352,SG,9.115130430000001,47.269458190000002
1397,8573974,"Rindal, Landhaus",Lütisburg,3393,SG,9.121314970000000,47.405294910000002
1398,8573937,"Oberuzwil, Drogerie",Oberuzwil,3407,SG,9.125946030000000,47.432260960000001
1399,8574179,"Brunnadern-Neckertal, Bahnhof",Neckertal,3378,SG,9.130510500000000,47.337283169999999
1400,8584907,Tankstelle Agrola Brunnadern,Neckertal,3378,SG,9.130768420000001,47.337186750000001
1401,8503986,"Heiterswil, alte Post",Wattwil,3379,SG,9.135082380000000,47.297955299999998
1402,8583061,"Niederuzwil, Bienenstrasse",Uzwil,3408,SG,9.142639180000000,47.448038290000000
1403,8583060,"Niederuzwil, Post",Uzwil,3408,SG,9.142599160000000,47.446374589999998
1404,8583059,"Niederuzwil, Friedeck",Uzwil,3408,SG,9.143007500000000,47.444632319999997
1405,8573918,"Lenggenwil, Wiesental",Niederhelfenschwil,3423,SG,9.144424140000000,47.476412730000000
1406,8583058,"Niederuzwil, Sonnmatt",Uzwil,3408,SG,9.143899610000000,47.440606870000003
1407,8578496,"Amden, Montana",Amden,3311,SG,9.136540610000001,47.147193420000001
1408,8574015,"Heiterswil, Weier",Wattwil,3379,SG,9.143962560000000,47.295260280000001
1409,8506473,"Flawil, Buebental",Degersheim,3401,SG,9.155251549999999,47.408583120000003
1410,8581424,"Oberbüren, Staubhusen",Oberbüren,3424,SG,9.157169130000000,47.465122890000004
1411,8581128,"Zuckenriet, Bläuel",Niederhelfenschwil,3423,SG,9.159290190000000,47.481068479999998
1412,8506580,"Oberbüren, Post",Oberbüren,3424,SG,9.159619890000000,47.451484239999999
1413,8530544,Wolzenalp,Nesslau,3360,SG,9.153236850000001,47.228718139999998
1414,8506784,"Zuckenriet, Dorf",Niederhelfenschwil,3423,SG,9.162033449999999,47.484230259999997
1415,8578499,"Amden, Stocksitten",Amden,3311,SG,9.154428840000000,47.146972849999997
1416,8580554,"Flawil, Rütistrasse",Flawil,3402,SG,9.171641839999999,47.417865560000003
1417,8574017,"Hemberg, Rohr",Hemberg,3372,SG,9.169779889999999,47.298645120000003
1418,8580556,"Flawil, Oberstrasse",Flawil,3402,SG,9.176704519999999,47.412976489999998
1419,8586779,36 PU PAUT Hemberg,Hemberg,3372,SG,9.174394230000001,47.296693019999999
1420,8584897,Tankstelle Keller Hemberg,Hemberg,3372,SG,9.175182919999999,47.298984259999997
1421,8506757,"Hemberg, Dorf",Hemberg,3372,SG,9.175550610000000,47.300006789999998
1422,8580557,"Flawil, Alterssiedlung",Flawil,3402,SG,9.180067110000000,47.414482229999997
1423,8506764,"Niederhelfenschwil, Dorf",Niederhelfenschwil,3423,SG,9.187079170000001,47.476657570000000
1424,8531308,Amden Brittertanne,Amden,3311,SG,9.178249740000000,47.151977100000003
1425,8573951,"Niederwil SG, Bergwis",Oberbüren,3424,SG,9.188232510000001,47.443956810000003
1426,8506053,"Hoffeld, Strickwald",Neckertal,3378,SG,9.187572390000000,47.350844870000003
1427,8506726,"Niederbüren, Nellen",Niederbüren,3422,SG,9.192715350000000,47.461674510000002
1428,8574198,"Hemberg, Schwandsbrugg",Hemberg,3372,SG,9.188013690000000,47.298540850000002
1429,8590329,"Niederwil SG, Oberhus",Oberbüren,3424,SG,9.192944920000000,47.439675129999998
1430,8580930,"Degersheim, Wolfhag",Degersheim,3401,SG,9.191737730000000,47.370025259999998
1431,8574042,"Neu St. Johann, Klosterkirche",Nesslau,3360,SG,9.194254490000001,47.229764490000001
