BPUIC;BEZEICHNUNG_OFFIZIELL;GEMEINDENAME;BFS_NUMMER;KANTONSKUERZEL;E_WGS84;N_WGS84
8591439;Zürich Wollishoferplatz;Zürich;261.0;ZH;8.53016097;47.33844167
8591257;Zürich Limmatplatz;Zürich;261.0;ZH;8.53162291;47.38460001
8591101;Zürich Bucheggplatz;Zürich;261.0;ZH;8.53328399;47.39840973
8503400;Bülach;Bülach;53.0;ZH;8.536209199999998;47.52394992
8591081;Zürich WollishofenBhf/Staubst;Zürich;261.0;ZH;8.53291764;47.34703299
8591369;Zürich Sihlstrasse;Zürich;261.0;ZH;8.53457441;47.37226673
8591317;Zürich Rentenanstalt;Zürich;261.0;ZH;8.53504053;47.36338409
8591368;Zürich Sihlquai/HB;Zürich;261.0;ZH;8.53760463;47.379874799999996
8503404;Rafz;Rafz;67.0;ZH;8.54345141;47.6037968
8503088;Zürich HB SZU;Zürich;261.0;ZH;8.53916999;47.37743
8591067;Zürich Bahnhofstrasse/HB;Zürich;261.0;ZH;8.539461300000001;47.37622162
8502004;Dagmersellen;Dagmersellen;1125.0;LU;7.97902592;47.21755793
8507382;Burglauenen;Grindelwald;576.0;BE;7.9753300000000005;46.635909999999996
8591309;Zürich Rathaus;Zürich;261.0;ZH;8.54287898;47.37173787
8588078;Zürich Central;Zürich;261.0;ZH;8.54393827;47.37684598
8591406;Zürich Universität Irchel;Zürich;261.0;ZH;8.54482907;47.39615896
8591244;Zürich Langmauerstrasse;Zürich;261.0;ZH;8.54478798;47.39354179
8591073;Zürich Berninaplatz;Zürich;261.0;ZH;8.54791248;47.4036403
8591287;Zürich Neumarkt;Zürich;261.0;ZH;8.54734958;47.37277447
8591239;Zürich Kunsthaus;Zürich;261.0;ZH;8.54914143;47.3704365
8576197;Zürich Feldeggstrasse;Zürich;261.0;ZH;8.55205901;47.36051371
8500305;Frick;Frick;4163.0;AG;8.01309246;47.50734852
8591412;Zürich Voltastrasse;Zürich;261.0;ZH;8.554519500000001;47.37687018
8591202;Zürich Hottingerplatz;Zürich;261.0;ZH;8.55440427;47.36946827
8505004;Arth-Goldau;Arth;1362.0;SZ;8.5494463;47.04904488
8503310;Glattbrugg;Opfikon;66.0;ZH;8.55885415;47.43082672
8503108;Uerikon;Stäfa;158.0;ZH;8.752625199999999;47.23586076
8503210;Freienbach SBB;Freienbach;1322.0;SZ;8.7562186;47.20731069
8505862;Pino-Tronzano;;;;8.736951600000001;46.09892756
8591230;Zürich Kirche Fluntern;Zürich;261.0;ZH;8.55939476;47.37639865
8506004;Kollbrunn;Zell (ZH);231.0;ZH;8.77401694;47.4583242
8503098;Sihlwald;Horgen;295.0;ZH;8.5575;47.26827
8503420;Lottstetten;;;;8.56682294;47.62573558
8591343;Zürich Schörlistrasse;Zürich;261.0;ZH;8.563873300000001;47.40594167
8591444;Zürich Zürichbergstrasse;Zürich;261.0;ZH;8.56410658;47.37872912
8505580;Re;;;;8.5383638;46.12650751
8503421;Jestetten;;;;8.57329995;47.65440178
8503209;Pfäffikon SZ;Freienbach;1322.0;SZ;8.77812982;47.20299743
8503309;Kloten Balsberg;Kloten;62.0;ZH;8.57071849;47.44229037
8503100;Zollikon;Zollikon;161.0;ZH;8.56974063;47.337334600000005
8591104;Zürich Burgwies;Zürich;261.0;ZH;8.5718636;47.35801828
8502182;Unterentfelden Oberdorf;Unterentfelden;4013.0;AG;8.04202001;47.36473
8503141;Küsnacht Goldbach;Küsnacht (ZH);154.0;ZH;8.57596419;47.32685671
8590889;Wallisellen Herti;Wallisellen;69.0;ZH;8.57907149;47.41649687
8505467;S. Martino;Locarno;5113.0;TI;8.77036999;46.172
8503300;Kempten;Wetzikon (ZH);121.0;ZH;8.80472069;47.33204312
8502102;Oberentfelden;Oberentfelden;4010.0;AG;8.04838712;47.3564864
8590881;Wallisellen Belair;Wallisellen;69.0;ZH;8.58523116;47.41395173
8508212;Hasle LU;Hasle (LU);1005.0;LU;8.04698175;46.97815166
8591271;Zürich Mattenhof;Zürich;261.0;ZH;8.59091713;47.398641
8503102;Erlenbach ZH;Erlenbach (ZH);151.0;ZH;8.59152236;47.30579196
8503112;Kempraten;Rapperswil-Jona;3340.0;SG;8.81431096;47.23839771
8590583;Dübendorf Ringwiesen;Dübendorf;191.0;ZH;8.60422043;47.3975361
8503067;Zollikerberg;Zollikon;161.0;ZH;8.6034;47.34605
8505470;Locarno FART;Muralto;5120.0;TI;8.80182946;46.17262014
8508216;Werthenstein;Ruswil;1098.0;LU;8.10186324;47.05702513
8502162;Unterkulm;Unterkulm;4146.0;AG;8.11513;47.31011999
8506019;Islikon;Gachnang;4571.0;TG;8.84619703;47.54783492
8506007;Turbenthal;Turbenthal;228.0;ZH;8.84381989;47.43738455
8505005;Steinen;Steinen;1373.0;SZ;8.60744931;47.04766863
8503306;Dietlikon;Dietlikon;54.0;ZH;8.6192764;47.42020206
8506139;Stein am Rhein;Stein am Rhein;2964.0;SH;8.85502005;47.65611097
8502030;Seon;Seon;4209.0;AG;8.15880739;47.34614896
8503424;Schaffhausen;Schaffhausen;2939.0;SH;8.63275578;47.69828152
8502115;Wildegg;Möriken-Wildegg;4203.0;AG;8.16301991;47.41527515
8502116;Schinznach Bad;Schinznach-Bad;4114.0;AG;8.16694861;47.45178516
8503220;Lachen;Lachen;1344.0;SZ;8.85271519;47.19006842
8508311;Kaiserstuhl OW;Lungern;1405.0;OW;8.17551001;46.81436001
8502169;Menziken;Menziken;4139.0;AG;8.18931;47.24091998
8503134;Bauma;Bauma;297.0;ZH;8.87823304;47.36883664
8505006;Schwyz;Schwyz;1372.0;SZ;8.63215171;47.02639719
8505406;Magadino-Vira;Gambarogno;5398.0;TI;8.85018904;46.14531572
8506100;Frauenfeld;Frauenfeld;4566.0;TG;8.89655967;47.5581634
8506048;Marthalen;Marthalen;35.0;ZH;8.65606285;47.63137975
8502247;Birr;Birr;4092.0;AG;8.21766482;47.4358467
8503426;Langwiesen;Feuerthalen;27.0;ZH;8.662320199999998;47.68345097
8500329;Koblenz;Koblenz;4310.0;AG;8.2270497;47.6003383
8505497;Palagnedra;Centovalli;5397.0;TI;8.630939999999999;46.161190000000005
8503502;Siggenthal-Würenlingen;Würenlingen;4047.0;AG;8.24066;47.52068999
8508359;Innertkirchen MIB;Innertkirchen;784.0;BE;8.232510000000001;46.70226001
8503221;Siebnen-Wangen;Wangen (SZ);1349.0;SZ;8.9007136;47.18267068
8505405;Quartino;Gambarogno;5398.0;TI;8.88733121;46.15129809
8503136;Fischenthal;Fischenthal;114.0;ZH;8.92329589;47.33330269
8505207;Bodio TI;Bodio;5064.0;TI;8.90656799;46.38025452
8506101;Felben-Wellhausen;Felben-Wellhausen;4561.0;TG;8.94317482;47.57710213
8501667;Gluringen;Goms;6077.0;VS;8.23391;46.46277999
8506047;Andelfingen;Andelfingen;30.0;ZH;8.67800161;47.59376619
8503501;Döttingen;Döttingen;4304.0;AG;8.25636467;47.57526982
8506169;Wiesengrund;Wängi;4781.0;TG;8.94887;47.502179999999996
8502027;Hitzkirch;Hitzkirch;1030.0;LU;8.25200103;47.22267272
8503427;Schlatt;Schlatt (TG);4546.0;TG;8.68751082;47.67949979
8503282;Rothenthurm;Rothenthurm;1370.0;SZ;8.674660000000001;47.10578999
8506176;Wängi;Wängi;4781.0;TG;8.95331;47.4964
8508219;Littau;Luzern;1061.0;LU;8.25711397;47.05306431
8503062;Egg;Egg;192.0;ZH;8.68961;47.30149999
8503293;Grüenfeld;Richterswil;138.0;ZH;8.68728;47.19827998
8503106;Männedorf;Männedorf;155.0;ZH;8.69234612;47.25342403
8505216;Rivera-Bironico;Monteceneri;5238.0;TI;8.925286199999999;46.12397655
8503292;Altmatt;Rothenthurm;1370.0;SZ;8.69612001;47.13164999
8502012;Rothenburg Dorf;Emmen;1024.0;LU;8.27319059;47.09090997
8503070;Emmat;Egg;192.0;ZH;8.70183001;47.29238
8508316;Alpnach Dorf;Alpnach;1401.0;OW;8.27524;46.94064
8508317;Alpnachstad;Alpnach;1401.0;OW;8.27783;46.95502999
8505393;Cappella-Agnuzzo;Collina d'Oro;5236.0;TI;8.92445;45.99325999
8530790;Sorengo Laghetto;Sorengo;5225.0;TI;8.93334001;45.996809999999996
8505173;Tschamut-Selva;Tujetsch;3986.0;GR;8.70909;46.65674
8506170;Münchwilen Pflegeheim;Münchwilen (TG);4746.0;TG;8.991719999999999;47.481590000000004
8503208;Bäch;Freienbach;1322.0;SZ;8.72717427;47.20098163
8506178;Münchwilen TG;Münchwilen (TG);4746.0;TG;8.99915;47.47684
8503302;Fehraltorf;Fehraltorf;172.0;ZH;8.75028812;47.38512281
8503504;Baden;Baden;4021.0;AG;8.30770947;47.47642429
8501950;Preglia;;;;8.29304473;46.14543108
8503511;Neuenhof;Neuenhof;4034.0;AG;8.33125532;47.45066423
8518475;Mendrisio S. Martino;Mendrisio;5254.0;TI;8.98309272;45.877220200000004
8503429;Schlattingen;Basadingen-Schlattingen;4536.0;TG;8.77043372;47.66662433
8505176;Sedrun;Tujetsch;3986.0;GR;8.76978;46.68106002
8505588;Creggio;;;;8.32353628;46.12349361
8502273;Bremgarten;Bremgarten (AG);4063.0;AG;8.34656001;47.35147
8505597;Trontano;;;;8.33400253;46.12269137
8503529;Würenlos;Würenlos;4048.0;AG;8.35766781;47.44575947
8501661;Oberwald;Obergoms;6076.0;VS;8.342939999999999;46.530840000000005
8505177;Bugnei;Tujetsch;3986.0;GR;8.78646;46.68235001
8516350;Buchrain;Ebikon;1054.0;LU;8.3566585;47.09364991
8502276;Berikon-Widen;Berikon;4062.0;AG;8.36679001;47.36218
8505599;Verigo;;;;8.35151679;46.1217414
8503119;Schänis;Schänis;3315.0;SG;9.04397617;47.15765713
8503235;Leuggelbach;Glarus Süd;1631.0;GL;9.04694434;46.97574286
8506184;Märwil;Affeltrangen;4711.0;TG;9.06921;47.53313
8505213;Bellinzona;Bellinzona;5002.0;TI;9.02951851;46.19543179
8506035;Schottikon;Elsau;219.0;ZH;8.81171907;47.5001175
8506006;Rämismühle-Zell;Zell (ZH);231.0;ZH;8.81913732;47.441539
8503120;Jona;Rapperswil-Jona;3340.0;SG;8.83461805;47.23097663
8505407;S. Nazzaro;Gambarogno;5398.0;TI;8.80705868;46.13515769
8506008;Wila;Wila;181.0;ZH;8.84849089;47.41777447
8506204;Lütisburg;Lütisburg;3393.0;SG;9.07068712;47.38382862
8592829;Genève-Eaux-Vives gare;Genève;6621.0;GE;6.16594875;46.200726700000004
8516273;Genève-Eaux-Vives;Genève;6621.0;GE;6.16656959;46.20144541
8501014;Mies;Mies;5723.0;VD;6.16765465;46.29848884
8505212;Castione-Arbedo;Arbedo-Castione;5001.0;TI;9.04146181;46.22292165
8592833;Genève Grange-Canal;Chêne-Bougeries;6612.0;GE;6.17466869;46.19961017
8506190;Bussnang;Bussnang;4921.0;TG;9.08414;47.55608
8506202;Dietfurt;Bütschwil-Ganterschwil;3395.0;SG;9.07832029;47.34455188
8501015;Tannay;Tannay;5729.0;VD;6.18112036;46.30764515
8592709;Chêne-Bourg Peillonnex;Chêne-Bourg;6613.0;GE;6.19655121;46.19397836
8593112;Thônex Graveson;Thônex;6640.0;GE;6.20090809;46.19323454
8501067;Givrins;Givrins;5720.0;VD;6.20522;46.42885
8501065;Le Muids;Arzier-Le Muids;5702.0;VD;6.21542999;46.45429999
8501053;La Vuarpillière;Nyon;5724.0;VD;6.21725;46.39891999
8503121;Rüti ZH;Rüti (ZH);118.0;ZH;8.85407946;47.260483799999996
8505180;Acla da Fontauna;Disentis/Mustér;3982.0;GR;8.84578;46.69717001
8501030;Nyon;Nyon;5724.0;VD;6.23596613;46.38441897
8506131;Kreuzlingen;Kreuzlingen;4671.0;TG;9.16908042;47.65255277
8506171;Frauenfeld Marktplatz;Frauenfeld;4566.0;TG;8.898710000000001;47.5542
8506179;Lüdem;Frauenfeld;4566.0;TG;8.90235;47.541940000000004
8505402;Gordola;Gordola;5108.0;TI;8.86577329;46.17904027
8505398;Ponte Tresa;Ponte Tresa;5213.0;TI;8.86048001;45.96999
8506013;Aadorf;Aadorf;4551.0;TG;8.90330135;47.48811816
8501096;Bière;Bière;5425.0;VD;6.33690999;46.53743999
8501098;Montricher;Montricher;5492.0;VD;6.39305;46.59633
8501035;Allaman;Allaman;5851.0;VD;6.39969708;46.47575352
8501104;Le Day;Vallorbe;5764.0;VD;6.40051;46.71729001
8505397;Caslano;Caslano;5171.0;TI;8.87629;45.977740000000004
8501088;Tuilerie;Pampigny;5494.0;VD;6.414219999999999;46.5928
8503137;Gibswil;Fischenthal;114.0;ZH;8.91551056;47.31372011
8501093;Yens;Yens;5655.0;VD;6.42732;46.51996
8501082;Chardonney-Château;Bussy-Chardonney;5625.0;VD;6.43256;46.5347
8505392;Magliaso Paese;Magliaso;5193.0;TI;8.89058;45.98341
8503135;Steg;Fischenthal;114.0;ZH;8.93237177;47.35385247
8501081;Chigny;Chigny;5628.0;VD;6.47225;46.51601999
8505394;Bioggio;Bioggio;5151.0;TI;8.90889;46.01211
8503115;Schmerikon;Schmerikon;3338.0;SG;8.94338195;47.22516011
8501115;Cossonay-Penthalaz;Penthalaz;5495.0;VD;6.52368917;46.60601009
8506216;Kradolf;Kradolf-Schönenberg;4501.0;TG;9.20157506;47.52472244
8506211;Arnegg;Gossau (SG);3443.0;SG;9.252025;47.44200165
8506210;Gossau SG;Gossau (SG);3443.0;SG;9.25305069;47.41183158
8506290;Herisau;Herisau;3001.0;AR;9.2768;47.39017
8501117;Bussigny;Bussigny;5624.0;VD;6.55182615;46.54759037
8506124;Güttingen;Güttingen;4656.0;TG;9.29224305;47.60875297
8501113;Bavois;Bavois;5746.0;VD;6.55933485;46.68767993
8509415;Mols;Quarten;3295.0;SG;9.27681657;47.11299067
8506283;Urnäsch;Urnäsch;3006.0;AR;9.28546302;47.31783095
8501217;Chavannes-R. Crochy;Chavannes-près-Renens;5627.0;VD;6.56997344;46.53271483
8505399;Sorengo;Sorengo;5225.0;TI;8.93483;46.00038999
8505404;Cadenazzo;Cadenazzo;5003.0;TI;8.9416989;46.15261999
8501212;Chavannes-R. UNIL-Mouline;Chavannes-près-Renens;5627.0;VD;6.57889515;46.52499212
8503223;Reichenburg;Reichenburg;1345.0;SZ;8.98232265;47.1726982
8518452;Prilly-Malley;Prilly;5589.0;VD;6.60262894;46.52669198
8506397;Steinebrunn;Egnach;4411.0;TG;9.349839999999999;47.53153999
8587727;Les Ripes;Etagnières;5521.0;VD;6.60806001;46.59219
8501110;Ependes;Ependes (VD);5914.0;VD;6.60766187;46.74641612
8509413;Flums;Flums;3292.0;SG;9.34792925;47.09661664
8506373;Niederteufen;Teufen (AR);3024.0;AR;9.3678;47.39216
8506121;Romanshorn;Romanshorn;4436.0;TG;9.37937129;47.56552287
8506271;Gontenbad;Gonten;3102.0;AI;9.37243691;47.33166361
8506470;Stofel;Teufen (AR);3024.0;AR;9.37998434;47.39099921
8506375;Teufen;Teufen (AR);3024.0;AR;9.39007;47.39027
8506376;Steigbach;Bühler;3021.0;AR;9.404810000000001;47.376999999999995
8506304;Mörschwil;Mörschwil;3214.0;SG;9.41438354;47.47477146
8509184;Bonaduz;Bonaduz;3721.0;GR;9.39776001;46.81029001
8506377;Bühler;Bühler;3021.0;AR;9.42113;47.373020000000004
8506380;Hirschberg;Rüte;3103.0;AI;9.422830000000001;47.331309999999995
8509412;Mels;Mels;3293.0;SG;9.41775827;47.05374625
8506276;Strahlholz;Gais;3022.0;AR;9.43197;47.366440000000004
8509183;Reichenau-Tamins;Domat/Ems;3722.0;GR;9.41254999;46.82366001
8504292;Valeyres-sous-Montagny;Valeyres-sous-Montagny;5933.0;VD;6.61136;46.79686001
8506366;Speicher;Speicher;3023.0;AR;9.44271486;47.41099893
8595488;Gümligen Bahnhof (Tram);Muri bei Bern;356.0;BE;7.50550097;46.93431476
8505415;S. Antonino;Sant'Antonino;5017.0;TI;8.97393716;46.16044137
8506135;Berlingen;Berlingen;4801.0;TG;9.02202296;47.67321379
8507286;Ringoldingen;Erlenbach im Simmental;763.0;BE;7.52457395;46.6575586
8503118;Benken SG;Benken (SG);3312.0;SG;9.00865422;47.20445813
8505303;Maroggia-Melano;Maroggia;5195.0;TI;8.9739398;45.93243508
8500114;Zwingen;Zwingen;2793.0;BL;7.53046303;47.43379919
8507054;Rüfenacht;Worb;627.0;BE;7.53101;46.92982
8505304;Capolago-Riva S. Vitale;Mendrisio;5254.0;TI;8.97890526;45.902837299999995
8503117;Kaltbrunn;Kaltbrunn;3313.0;SG;9.02243102;47.21798319
8500207;Solothurn;Solothurn;2601.0;SO;7.54268921;47.20419249
8504144;Yverdon-Champ Pittet;Yverdon-les-Bains;5938.0;VD;6.66232012;46.782149600000004
8500272;Solothurn Sternen;Solothurn;2601.0;SO;7.5453600000000005;47.21229999
8501175;Sugnens;Montilliez;5540.0;VD;6.665760000000001;46.65484999
8588795;Therwil Känelmatt;Therwil;2775.0;BL;7.55468733;47.49508241
8500072;Oberwil BL Hüslimatt;Oberwil (BL);2771.0;BL;7.55526964;47.50654006
8508068;Biberist RBS;Biberist;2513.0;SO;7.55583057;47.18385999
8508087;Wiler;Wiler bei Utzenstorf;554.0;BE;7.55593334;47.15229701
8501176;Fey;Fey;5522.0;VD;6.68508;46.67432001
8589330;Basel Im langen Loh;Basel;2701.0;BS;7.55972626;47.546180299999996
8504392;Les Brenets;Les Brenets;6431.0;NE;6.707389999999999;47.06720999
8506206;Wil SG;Wil (SG);3427.0;SG;9.04099305;47.46241324
8504216;Noiraigue;Val-de-Travers;6512.0;NE;6.72179914;46.95491961
8589366;Basel Strassburgerallee;Basel;2701.0;BS;7.57086043;47.56338222
8500062;Bottmingen Schloss;Bottmingen;2767.0;BL;7.571610000000001;47.52428
8578144;Basel Kannenfeldplatz;Basel;2701.0;BS;7.57329799;47.56572679
8500061;Binningen Bottmingermühle;Binningen;2765.0;BL;7.5734399;47.53243175
8507070;Uetendorf;Uetendorf;944.0;BE;7.57284692;46.7749242
8589296;Basel Birmannsgasse;Basel;2701.0;BS;7.5752166;47.55732443
8589382;Basel Zoo Dorenbach;Basel;2701.0;BS;7.57556874;47.54438201
8504316;Le Locle;Le Locle;6436.0;NE;6.74615328;47.05786104
8507008;Kiesen;Kiesen;611.0;BE;7.57550128;46.81894383
8506104;Märstetten;Märstetten;4941.0;TG;9.06219348;47.58282056
8508004;Lyssach;Lyssach;415.0;BE;7.58132358;47.06376091
8588783;Basel Zoo;Basel;2701.0;BS;7.58317833;47.54872581
8503225;Ziegelbrücke;Schänis;3315.0;SG;9.06005167;47.1361559
8588773;Basel Universitätsspital;Basel;2701.0;BS;7.5858705;47.5615565
8500079;Basel Heuwaage;Basel;2701.0;BS;7.58805001;47.55127
8589331;Basel Inselstrasse;Basel;2701.0;BS;7.58964926;47.57748849
8504013;Chexbres-Village;Chexbres;5601.0;VD;6.77853779;46.48105724
8589291;Basel Airolostrasse;Basel;2701.0;BS;7.59026544;47.53237509
8588794;Reinach BL Vogesenstrasse;Reinach (BL);2773.0;BL;7.59024784;47.48872782
8500189;Basel Solothurnerstrasse;Basel;2701.0;BS;7.59096308;47.54417404
8588769;Basel Feldbergstrasse;Basel;2701.0;BS;7.59119897;47.56630732
8589300;Basel Bruderholzstrasse;Basel;2701.0;BS;7.59293625;47.54210288
8578218;Reinach BL Landererstrasse;Reinach (BL);2773.0;BL;7.59343277;47.49343645
8500073;Basel Aeschenplatz;Basel;2701.0;BS;7.59485;47.5513
8504131;Cheyres;Cheyres-Châbles;2055.0;FR;6.78639371;46.81694584
8504315;Le Crêt-du-Locle;La Chaux-de-Fonds;6421.0;NE;6.78458129;47.07723272
8500285;Flumenthal;Flumenthal;2545.0;SO;7.59668;47.23915998
8500236;Basel Denkmal;Basel;2701.0;BS;7.59802821;47.54816682
8588770;Basel Grosspeterstrasse;Basel;2701.0;BS;7.59856598;47.54587267
8589320;Basel Hardstrasse;Basel;2701.0;BS;7.60033893;47.55232774
8504017;Châtillens;Oron;5805.0;VD;6.81548152;46.57053302
8588063;Basel Jakobsberg;Basel;2701.0;BS;7.60144727;47.53241396
8504206;Bevaix;La Grande-Béroche;6417.0;NE;6.81168027;46.92969623
8589322;Basel Hechtliacker;Basel;2701.0;BS;7.60171971;47.53465304
8500234;Reinach BL Surbaum;Reinach (BL);2773.0;BL;7.60209784;47.50633087
8500116;Duggingen;Duggingen;2785.0;BL;7.60346074;47.45344486
8504016;Palézieux-Village;Oron;5805.0;VD;6.82887452;46.5571132
8504314;La Chaux-de-Fonds;La Chaux-de-Fonds;6421.0;NE;6.82603;47.09864999
8500090;Basel Bad Bf;Basel;2701.0;BS;7.60692042;47.56730791
8592321;Basel Badischer Bahnhof;Basel;2701.0;BS;7.60709298;47.56663619
8589380;Basel Zeughaus;Basel;2701.0;BS;7.61055636;47.54448853
8501200;Vevey;Vevey;5890.0;VD;6.843445599999999;46.46300181
8500184;La Chaux-de-Fonds-Est;La Chaux-de-Fonds;6421.0;NE;6.8371699999999995;47.10348999
8503231;Ennenda;Glarus;1632.0;GL;9.07719381;47.03295954
8504132;Estavayer-le-Lac;Estavayer;2054.0;FR;6.84296723;46.84449886
8506105;Weinfelden;Weinfelden;4946.0;TG;9.10636822;47.56622426
8506208;Uzwil;Uzwil;3408.0;SG;9.13099182;47.436444
8506294;Brunnadern-Neckertal;Neckertal;3378.0;SG;9.12987;47.337309999999995
8506106;Bürglen;Bürglen (TG);4911.0;TG;9.14987659;47.54909843
8506194;Berg;Berg (TG);4891.0;TG;9.1745;47.58225
8588789;Münchenstein Zollweiden;Münchenstein;2769.0;BL;7.61715297;47.52312729
8589236;Arlesheim Brown Boveri;Arlesheim;2763.0;BL;7.61726118;47.50784654
8589395;Birsfelden Bären;Birsfelden;2766.0;BL;7.61927727;47.55448539
8588764;Arlesheim Im Lee;Arlesheim;2763.0;BL;7.61932334;47.49747337
8508081;Burgdorf Steinhof;Burgdorf;404.0;BE;7.61851938;47.05222225
8595245;Areuse Littorail;Boudry;6404.0;NE;6.85305688;46.95449518
8504236;Les Geneveys-sur-Coffrane;Val-de-Ruz;6487.0;NE;6.85321763;47.01509639
8501201;La Tour-de-Peilz;La Tour-de-Peilz;5889.0;VD;6.85953267;46.45545289
8508250;Schwäbis;Steffisburg;939.0;BE;7.619284599999999;46.76267038
8508202;Konolfingen;Konolfingen;612.0;BE;7.62136703;46.88070242
8508256;Stalden i.E.;Konolfingen;612.0;BE;7.622869000000001;46.87089331
8501280;St-Légier-Gare;Saint-Légier-La Chiésaz;5888.0;VD;6.87193;46.47053
8501264;St-Légier-Village;Saint-Légier-La Chiésaz;5888.0;VD;6.87657;46.47102
8589456;Riehen Habermatten;Riehen;2703.0;BS;7.6297321;47.5727889
8504061;Remaufens;Remaufens;2333.0;FR;6.876180000000001;46.52387999
8504219;Auvernier;Milvignes;6416.0;NE;6.87770804;46.97964167
8507298;Wimmis;Wimmis;769.0;BE;7.63559745;46.67572221
8593467;Pont de Fayot;Troistorrents;6156.0;VS;6.90373001;46.21902
8501374;Fontanivent;Montreux;5886.0;VD;6.90232999;46.452729999999995
8501300;Montreux;Montreux;5886.0;VD;6.91044012;46.43588434
8501380;Montreux-Collège;Montreux;5886.0;VD;6.912710000000001;46.4361
8506292;Degersheim;Degersheim;3401.0;SG;9.200280000000001;47.37247999
8506126;Münsterlingen-Scherzingen;Münsterlingen;4691.0;TG;9.22701176;47.63342664
8509171;Ilanz;Ilanz/Glion;3619.0;GR;9.20744;46.77535001
8506143;Münsterlingen Spital;Münsterlingen;4691.0;TG;9.23611687;47.632046100000004
8506215;Bischofszell Nord;Bischofszell;4471.0;TG;9.23403528;47.50041522
8506291;Schachen (Herisau);Herisau;3001.0;AR;9.24350999;47.38556
8506212;Hauptwil;Hauptwil-Gottshaus;4486.0;TG;9.25159153;47.47686659
8507288;Eifeld;Wimmis;769.0;BE;7.64227313;46.68386877
8501601;Leuk;Leuk;6110.0;VS;7.64394;46.31188
8504023;Romont;Romont (FR);2096.0;FR;6.91181142;46.69350828
8501287;Lally;Blonay;5881.0;VD;6.91403;46.479209999999995
8506125;Altnau;Altnau;4641.0;TG;9.26591796;47.62136793
8517411;Muttenz Rothausstrasse;Muttenz;2770.0;BL;7.65614339;47.52490465
8509416;Unterterzen;Quarten;3295.0;SG;9.25501838;47.11385686
8501308;Glion-Collège;Montreux;5886.0;VD;6.9262;46.43385
8501456;Chemex;Troistorrents;6156.0;VS;6.93004999;46.24362
8506281;Waldstatt;Waldstatt;3007.0;AR;9.28610992;47.35751465
8501362;Valmont;Montreux;5886.0;VD;6.92929999;46.42855
8517417;Pratteln Lachmatt;Pratteln;2831.0;BL;7.67087789;47.52089186
8506282;Zürchersmühle;Urnäsch;3006.0;AR;9.292580000000001;47.33033
8504398;NeuchâtelPlace Pury Littorail;Neuchâtel;6458.0;NE;6.92818816;46.989412200000004
8507475;Kandersteg;Kandersteg;565.0;BE;7.67141256;46.49539665
8506123;Kesswil;Kesswil;4426.0;TG;9.31742725;47.59549778
8501457;Monthey-Hôpital;Monthey;6153.0;VS;6.94075;46.25187999
8517416;Pratteln Kästeli;Pratteln;2831.0;BL;7.67927129;47.52139643
8501377;Les Avants;Montreux;5886.0;VD;6.94332;46.45381
8509414;Walenstadt;Walenstadt;3298.0;SG;9.31298145;47.119873600000005
8509168;Versam-Safien;Safiental;3672.0;GR;9.31029999;46.80738001
8506284;Jakobsbad;Gonten;3102.0;AI;9.32831999;47.32007
8506396;Muolen;Muolen;3202.0;SG;9.33707999;47.51762
8501357;Haut-de-Caux;Montreux;5886.0;VD;6.94794999;46.43437
8501421;Monthey;Monthey;6153.0;VS;6.95522666;46.25565645
8501566;Le Châtelard VS;Finhaut;6214.0;VS;6.95802138;46.06028907
8506372;Lustmühle;Teufen (AR);3024.0;AR;9.359210000000001;47.400240000000004
8500174;Le Noirmont;Le Noirmont;6754.0;JU;6.956869999999999;47.22367998
8501554;Aigle-Place-du-Marché;Aigle;5401.0;VD;6.970339999999999;46.31723999
8506398;Neukirch-Egnach;Egnach;4411.0;TG;9.37583;47.5388
8501565;Finhaut;Finhaut;6214.0;VS;6.97613107;46.08240442
8501367;Jaman;Montreux;5886.0;VD;6.976789999999999;46.441340000000004
8501369;Rochers-de-Naye;Veytaux;5891.0;VD;6.979019999999999;46.43167999
8501179;Pont-de-Drapel;Aigle;5401.0;VD;6.98652;46.31986
8506393;Wittenbach;Wittenbach;3204.0;SG;9.38853999;47.46285
8506394;Roggwil-Berg;Roggwil (TG);4431.0;TG;9.39201;47.48559
8504065;Vaulruz-Sud;Vaulruz;2155.0;FR;6.98997;46.619209999999995
8501458;Villy;Ollon;5409.0;VD;6.9944;46.2869
8501564;Le Trétien;Salvan;6218.0;VS;6.99772622;46.10231763
8501387;Les Cases;Haut-Intyamon;2121.0;FR;6.99771001;46.45592
8501403;St-Maurice;Saint-Maurice;6217.0;VS;7.002043899999999;46.2163695
8507483;Spiez;Spiez;768.0;BE;7.68010306;46.68639569
8506286;Appenzell;Appenzell;3101.0;AI;9.40883;47.32829
8530334;La Médettaz;Salvan;6218.0;VS;7.00783909;46.108833700000005
8508266;Lützelflüh-Goldbach;Lützelflüh;955.0;BE;7.68227425;47.00502149
8517415;Pratteln Gempenstrasse;Pratteln;2831.0;BL;7.68622879;47.52144477
8501378;Allières;Haut-Intyamon;2121.0;FR;7.00789;46.46982
8509185;Rhäzüns;Rhäzüns;3723.0;GR;9.39926;46.79968001
8506308;Arbon;Arbon;4401.0;TG;9.43335858;47.51058773
8500021;Pratteln;Pratteln;2831.0;BL;7.690817299999999;47.52266863
8506275;Steinegg;Rüte;3103.0;AI;9.4304;47.32055999
