BPUIC;BEZEICHNUNG_OFFIZIELL;GEMEINDENAME;BFS_NUMMER;KANTONSKUERZEL;E_WGS84;N_WGS84
8593015;Meyrin Jardin-Alpin-Vivarium;Meyrin;6630.0;GE;6.08290234;46.22642624
8587924;Vernier Blandonnet;Meyrin;6630.0;GE;6.09727096;46.22200048
8593027;Onex Bandol;Onex;6631.0;GE;6.10638626;46.18590491
8593141;Vernier Balexert;Vernier;6643.0;GE;6.11048755;46.21847705
8593070;Plan-les-Ouates Trèfle-Blanc;Plan-les-Ouates;6633.0;GE;6.12539829;46.17156198
8592679;Lancy-Pont-Rouge gare/Etoile;Lancy;6628.0;GE;6.12762822;46.18758433
8592889;Genève Poterie;Genève;6621.0;GE;6.1335892;46.211791999999996
8587437;Carouge GE Rondeau;Carouge (GE);6608.0;GE;6.13839594;46.17986374
8592906;Genève Stand;Genève;6621.0;GE;6.1398867;46.20368653
8592668;Carouge GE Ancienne;Carouge (GE);6608.0;GE;6.14082459;46.18121424
8502278;Reppischhof;Dietikon;243.0;ZH;8.396230000000001;47.38472999
8517376;Dietikon Schöneggstrasse;Dietikon;243.0;ZH;8.40098816;47.40196131
8503525;Otelfingen Golfpark;Otelfingen;94.0;ZH;8.40211346;47.45582164
8508384;Niederrickenbach Station;Wolfenschiessen;1511.0;NW;8.396189999999999;46.92783
8505011;Merlischachen;Küssnacht (SZ);1331.0;SZ;8.40905815;47.06765998
8502229;Urdorf Weihermatt;Urdorf;250.0;ZH;8.43034251;47.38096998
8590805;Schlieren Zentrum/Bahnhof;Schlieren;247.0;ZH;8.44843398;47.39782307
8501301;Territet;Montreux;5886.0;VD;6.92270695;46.42638157
8501304;Roche VD;Roche (VD);5413.0;VD;6.92705284;46.35869637
8501303;Villeneuve;Villeneuve (VD);5414.0;VD;6.92700311;46.39837151
8500265;Gänsbrunnen;Crémines;691.0;BE;7.46491573;47.26565248
8516161;Bern Wankdorf;Bern;351.0;BE;7.4654777999999995;46.96782577
8587480;Bern Ostring;Bern;351.0;BE;7.47146918;46.94512353
8588174;Bern Weltpostverein;Bern;351.0;BE;7.47205643;46.93881774
8589002;Bern Saali;Bern;351.0;BE;7.48558262;46.93774267
8507251;Gümligen Seidenberg;Muri bei Bern;356.0;BE;7.49253;46.93302
8508057;Schönbühl RBS;Urtenen-Schönbühl;551.0;BE;7.49781;47.02047999
8507076;Belp;Belp;861.0;BE;7.49863571;46.88888327
8502224;Affoltern am Albis;Affoltern am Albis;2.0;ZH;8.446595;47.27607036
8590803;Schlieren Wagonsfabrik;Schlieren;247.0;ZH;8.45418397;47.39851123
8515996;Hünenberg Zythus;Hünenberg;1703.0;ZG;8.45009525;47.17360755
8503315;Dielsdorf;Dielsdorf;86.0;ZH;8.45944375;47.48242051
8590791;Schlieren Gasometerbrücke;Schlieren;247.0;ZH;8.46060502;47.39760911
8502222;Bonstetten-Wettswil;Bonstetten;3.0;ZH;8.4681969;47.32590133
8502226;Knonau;Knonau;7.0;ZH;8.46673119;47.22026433
8590318;Zürich Farbhof;Zürich;261.0;ZH;8.4791706;47.39112896
8502227;Steinhausen;Steinhausen;1708.0;ZG;8.47843656;47.19458147
8591165;Zürich Grimselstrasse;Zürich;261.0;ZH;8.49008249;47.38696443
8591138;Zürich Freihofstrasse;Zürich;261.0;ZH;8.49937221;47.38322753
8591190;Zürich Heuried;Zürich;261.0;ZH;8.50635305;47.36940974
8591121;Zürich Eschergutweg;Zürich;261.0;ZH;8.51204448;47.39627025
8591177;Zürich Hardplatz;Zürich;261.0;ZH;8.51453186;47.38234076
8591417;Zürich Waidfussweg;Zürich;261.0;ZH;8.51840078;47.39550043
8503051;Zürich Binz;Zürich;261.0;ZH;8.518419999999999;47.362629999999996
8591169;Zürich Güterbahnhof;Zürich;261.0;ZH;8.51997359;47.38031103
8503093;Zürich Manegg;Zürich;261.0;ZH;8.519680000000001;47.33837
8503095;Sood-Oberleimbach;Adliswil;131.0;ZH;8.52144;47.31957
8503011;Zürich Wiedikon;Zürich;261.0;ZH;8.52348544;47.37147723
8591079;Zürich Bezirksgebäude;Zürich;261.0;ZH;8.52555617;47.37416895
8591110;Zürich Löwenbräu;Zürich;261.0;ZH;8.52607168;47.38840335
8591415;Zürich Waffenplatzstrasse;Zürich;261.0;ZH;8.52574768;47.36148401
8503086;Zürich Brunau;Zürich;261.0;ZH;8.52623;47.35212
8591427;Zürich Werd;Zürich;261.0;ZH;8.52684263;47.37232184
8502206;Baar;Baar;1701.0;ZG;8.52327154;47.19536402
8591059;Zürich Enge Bahnhof/Bederstr.;Zürich;261.0;ZH;8.53045725;47.364551899999995
8503090;Zürich Selnau;Zürich;261.0;ZH;8.53164278;47.37207715
8591058;Zürich Enge Bahnhof;Zürich;261.0;ZH;8.53157389;47.36412756
8591082;Zürich Billoweg;Zürich;261.0;ZH;8.53197622;47.35146755
8591282;Zürich Museum für Gestaltung;Zürich;261.0;ZH;8.534936;47.38212195
8591053;Zürich Bad Allenmoos;Zürich;261.0;ZH;8.53778371;47.40589589
8591335;Zürich Schaffhauserplatz;Zürich;261.0;ZH;8.53870807;47.3916299
8591299;Zürich Paradeplatz;Zürich;261.0;ZH;8.5389168;47.369732299999995
8587348;Zürich Bahnhofplatz/HB;Zürich;261.0;ZH;8.53933805;47.37724072
8591093;Zürich Kantonalbank;Zürich;261.0;ZH;8.53974657;47.36816972
8591276;Zürich Milchbuck;Zürich;261.0;ZH;8.54177504;47.39778788
8591298;Zürich Ottikerstrasse;Zürich;261.0;ZH;8.54241604;47.38519003
8591183;Zürich Helmhaus;Zürich;261.0;ZH;8.54329462;47.370069799999996
8591127;Zürich Felsenrainstrasse;Zürich;261.0;ZH;8.54529733;47.41678915
8591255;Zürich Letzistrasse;Zürich;261.0;ZH;8.54549691;47.39068355
8503097;Langnau-Gattikon;Langnau am Albis;136.0;ZH;8.54402;47.28687
8591332;Zürich Salersteig;Zürich;261.0;ZH;8.54848005;47.40608151
8591433;Zürich Winkelriedstrasse;Zürich;261.0;ZH;8.54821526;47.38319153
8591123;Zürich ETH/Universitätsspital;Zürich;261.0;ZH;8.54823672;47.37728903
8503059;Zürich Stadelhofen FB;Zürich;261.0;ZH;8.54813;47.36635
8576196;Zürich Kreuzstrasse;Zürich;261.0;ZH;8.54979669;47.36318758
8591256;Zürich Leutschenbach;Zürich;261.0;ZH;8.55130886;47.4146446
8591393;Zürich Tierspital;Zürich;261.0;ZH;8.55179791;47.40190287
8591303;Zürich Platte;Zürich;261.0;ZH;8.55263988;47.37500834
8591294;Zürich Oerlikerhus;Zürich;261.0;ZH;8.55420635;47.41758504
8591420;Zürich Waldgarten;Zürich;261.0;ZH;8.55720072;47.40372024
8576199;Zürich Fröhlichstrasse;Zürich;261.0;ZH;8.55689807;47.35516877
8591397;Zürich Toblerplatz;Zürich;261.0;ZH;8.55934671;47.37909023
8503016;Zürich Flughafen;Kloten;62.0;ZH;8.56240182;47.45038563
8503004;Zürich Tiefenbrunnen;Zürich;261.0;ZH;8.56138985;47.35012468
8587799;Kloten Balsberg Bahnhof;Kloten;62.0;ZH;8.56860495;47.44161484
8591429;Zürich Wetlistrasse;Zürich;261.0;ZH;8.56862591;47.36015489
8591181;Zürich Heerenwiesen;Zürich;261.0;ZH;8.57632832;47.40471334
8502209;Oberrieden Dorf;Oberrieden;137.0;ZH;8.57765279;47.27673179
8505589;Folsogno-Dissimo;;;;8.55805977;46.13423073
8591305;Zürich Probstei;Zürich;261.0;ZH;8.58659262;47.40022221
8503280;Steinerberg;Steinerberg;1374.0;SZ;8.58526;47.05219999
8502208;Horgen Oberdorf;Horgen;295.0;ZH;8.58981582;47.25874982
8594198;Wallisellen Glatt (Tram);Wallisellen;69.0;ZH;8.59806437;47.40929174
8506049;Dachsen;Dachsen;25.0;ZH;8.61382274;47.6670905
8503307;Bassersdorf;Bassersdorf;52.0;ZH;8.62622094;47.43857056
8505201;Airolo;Airolo;5061.0;TI;8.60861976;46.52752596
8505596;Ribellasca;;;;8.6015515;46.15417713
8505112;Flüelen;Flüelen;1207.0;UR;8.62430265;46.90173017
8503065;Forch;Küsnacht (ZH);154.0;ZH;8.64796999;47.325340000000004
8503063;Hinteregg;Egg;192.0;ZH;8.684339999999999;47.30573
8506044;Winterthur Töss;Winterthur;230.0;ZH;8.70930994;47.48980638
8503060;Esslingen;Egg;192.0;ZH;8.70969;47.287859999999995
8506000;Winterthur;Winterthur;230.0;ZH;8.72382106;47.50033381
8506020;Seuzach;Seuzach;227.0;ZH;8.73888343;47.53576698
8506003;Sennhof-Kyburg;Winterthur;230.0;ZH;8.76034626;47.46517688
8505174;Dieni;Tujetsch;3986.0;GR;8.74287001;46.66993
8503124;Aathal;Seegräben;119.0;ZH;8.76562514;47.33595913
8505861;Maccagno;;;;8.73558498;46.04540851
8505491;Tegna;Terre di Pedemonte;5396.0;TI;8.74263;46.186009999999996
8506017;Wiesendangen;Wiesendangen;298.0;ZH;8.776038;47.52554304
8505473;Ponte Brolla;Locarno;5113.0;TI;8.75331;46.18564
8503301;Pfäffikon ZH;Pfäffikon;177.0;ZH;8.784799699999999;47.36708624
8506015;Räterschen;Elsau;219.0;ZH;8.79501713;47.49868192
8503123;Wetzikon;Wetzikon (ZH);121.0;ZH;8.79228973;47.31803163
8503299;Hurden;Freienbach;1322.0;SZ;8.80073;47.21413999
8506025;Etzwilen;Wagenhausen;4871.0;TG;8.81861735;47.66114468
8503122;Bubikon;Bubikon;112.0;ZH;8.82271484;47.27084101
8503211;Altendorf;Altendorf;1341.0;SZ;8.82290585;47.19396705
8503130;Hinwil;Hinwil;117.0;ZH;8.83971989;47.30005695
8505179;Segnas;Disentis/Mustér;3982.0;GR;8.82981;46.69100001
8506009;Saland;Bauma;297.0;ZH;8.85422136;47.39421141
8506014;Elgg;Elgg;294.0;ZH;8.86341159;47.49852909
8506138;Eschenz;Eschenz;4806.0;TG;8.87656172;47.64541208
8509179;Disentis/Mustér;Disentis/Mustér;3982.0;GR;8.85502;46.70497001
8505396;Magliaso;Magliaso;5193.0;TI;8.88412;45.981640000000006
8506174;Matzingen;Matzingen;4591.0;TG;8.932960000000001;47.52047
8509178;Sumvitg-Cumpadials;Sumvitg;3985.0;GR;8.93133001;46.72407001
8516013;Cantello-Gaggiolo;;;;8.90741247;45.83784311
8530789;Bioggio Molinazzo;Bioggio;5151.0;TI;8.914010000000001;46.01236
8506102;Hüttlingen-Mettendorf;Hüttlingen;4590.0;TG;8.97455501;47.58234364
8506136;Steckborn;Steckborn;4864.0;TG;8.98103308;47.66450457
8509177;Rabius-Surrein;Sumvitg;3985.0;GR;8.9575;46.73257001
8503116;Uznach;Uznach;3339.0;SG;8.98069081;47.22428278
8505300;Lugano;Lugano;5192.0;TI;8.94699531;46.00550055
8506010;Sirnach;Sirnach;4761.0;TG;9.00047426;47.461997100000005
8505209;Biasca;Biasca;5281.0;TI;8.97417922;46.35198415
8509176;Trun;Trun;3987.0;GR;8.99044;46.74254001
8503239;Linthal;Glarus Süd;1631.0;GL;8.99779487;46.92556359
8506168;Tägerschen;Tobel-Tägerschen;4776.0;TG;9.02477999;47.509370000000004
8505305;Mendrisio;Mendrisio;5254.0;TI;8.97861092;45.86910861
8503238;Rüti GL;Glarus Süd;1631.0;GL;9.01303898;46.93454598
8506188;Bronschhofen AMP;Wil (SG);3427.0;SG;9.03090001;47.48127
8506183;Tobel-Affeltrangen;Tobel-Tägerschen;4776.0;TG;9.03367999;47.5213
8506181;Bronschhofen;Wil (SG);3427.0;SG;9.03466;47.47544
8503224;Bilten;Glarus Nord;1630.0;GL;9.02991827;47.15219292
8506134;Mannenbach-Salenstein;Salenstein;4851.0;TG;9.05280408;47.67364948
8506185;Oppikon;Bussnang;4921.0;TG;9.06209001;47.55206
8506203;Bütschwil;Bütschwil-Ganterschwil;3395.0;SG;9.07515106;47.35959125
8506133;Ermatingen;Ermatingen;4646.0;TG;9.08567253;47.66999917
8506198;Tägerwilen Dorf;Tägerwilen;4696.0;TG;9.13954;47.65372
8506293;Mogelsberg;Neckertal;3378.0;SG;9.1426;47.36373999
8506217;Sulgen;Sulgen;4506.0;TG;9.18369444;47.53880403
8506119;Kurzrickenbach Seepark;Kreuzlingen;4671.0;TG;9.19635937;47.64308084
8506209;Flawil;Flawil;3402.0;SG;9.18978559;47.41518938
8506299;Nesslau-Neu St. Johann;Nesslau;3360.0;SG;9.1978;47.22665998
8506107;Erlen;Erlen;4476.0;TG;9.22620198;47.55146028
8588122;Landschlacht;Münsterlingen;4691.0;TG;9.24694872;47.62889136
8506214;Sitterdorf;Zihlschlacht-Sitterdorf;4511.0;TG;9.24899691;47.50521845
8506108;Oberaach;Amriswil;4461.0;TG;9.27106227;47.55331937
8506270;St. Gallen Marktplatz;St. Gallen;3203.0;SG;9.376380000000001;47.426390000000005
8506300;St. Gallen Winkeln;St. Gallen;3203.0;SG;9.30086029;47.40392941
8506301;St. Gallen Bruggen;St. Gallen;3203.0;SG;9.32965493;47.40720285
8506302;St. Gallen;St. Gallen;3203.0;SG;9.36989666;47.42317895
8506303;St. Gallen St. Fiden;St. Gallen;3203.0;SG;9.393443800000002;47.43454038
8506358;St. Gallen Spisertor;St. Gallen;3203.0;SG;9.379710000000001;47.424640000000004
8506359;St. Gallen Schülerhaus;St. Gallen;3203.0;SG;9.38753;47.42491
8506361;St. Gallen Notkersegg;St. Gallen;3203.0;SG;9.40403882;47.42522808
8506362;Schwarzer Bären;St. Gallen;3203.0;SG;9.41543999;47.42242
8506371;St. Gallen Riethüsli;St. Gallen;3203.0;SG;9.36727139;47.4113799
8506374;Sternen bei Teufen;Teufen (AR);3024.0;AR;9.37452999;47.38962
8506392;St. Gallen Haggen;St. Gallen;3203.0;SG;9.33813999;47.40784
8516270;Arbon Seemoosriet;Arbon;4401.0;TG;9.42501952;47.52119526
8518100;St. Gallen Birnbäumen;St. Gallen;3203.0;SG;9.39343;47.425940000000004
8506289;Wasserauen;Schwende;3105.0;AI;9.42884;47.285740000000004
8506381;Sammelplatz;Appenzell;3101.0;AI;9.43255;47.34848
8506288;Weissbad;Rüte;3103.0;AI;9.435701400000001;47.31044492
8507003;Gümligen;Muri bei Bern;356.0;BE;7.5055048;46.93432192
8500067;Bättwil Dorf;Bättwil;2471.0;SO;7.50997;47.48915
8500261;Langendorf;Langendorf;2550.0;SO;7.51358543;47.21786148
8507073;Thurnen;Mühlethurnen;876.0;BE;7.5138777;46.81356098
8507067;Deisswil;Stettlen;358.0;BE;7.5142;46.957209999999996
8507053;Gümligen Siloah;Muri bei Bern;356.0;BE;7.51673;46.93261
8508061;Fraubrunnen;Fraubrunnen;538.0;BE;7.52216;47.08644999
8507250;Scheyenholz;Worb;627.0;BE;7.526210000000001;46.93083
8508066;Lohn-Lüterkofen;Lohn-Ammannsegg;2526.0;SO;7.52695999;47.16298999
8508003;Hindelbank;Hindelbank;409.0;BE;7.5454106;47.04956376
8507065;Boll-Utzigen;Vechigen;359.0;BE;7.547289999999999;46.95361
8500273;St. Katharinen;Feldbrunnen-St. Niklaus;2544.0;SO;7.54979;47.21610998
8589286;Allschwil Kirche;Allschwil;2762.0;BL;7.55397807;47.55397471
8596014;St-Louis Soleil;;;;7.5560865;47.58244663
8507296;Erlenbach im Simmental;Erlenbach im Simmental;763.0;BE;7.5552352;46.65909178
8500064;Therwil Zentrum;Therwil;2775.0;BL;7.55717999;47.49932999
8508085;Aefligen;Aefligen;401.0;BE;7.55925322;47.0955935
8578168;Basel Felix Platter-Spital;Basel;2701.0;BS;7.564980800000001;47.56626672
8592442;Basel Morgartenring;Basel;2701.0;BS;7.5653844;47.55714666
8519559;Basel Depot Allschwilerstr.;Basel;2701.0;BS;7.56542335;47.55675989
8508200;Worb SBB;Worb;627.0;BE;7.56485161;46.91522999
8589311;Basel Im Westfeld;Basel;2701.0;BS;7.56762204;47.56495975
8500016;Basel St. Johann;Basel;2701.0;BS;7.57252938;47.57030632
8589303;Basel Burgfelderplatz;Basel;2701.0;BS;7.57392587;47.56179582
8589323;Basel Hegenheimerstrasse;Basel;2701.0;BS;7.574387;47.56024836
8588771;Basel Hüningerstrasse;Basel;2701.0;BS;7.57602715;47.5728646
8589361;Basel Schützenmattstrasse;Basel;2701.0;BS;7.57944786;47.55465725
8588489;Basel Universität;Basel;2701.0;BS;7.58410436;47.55707085
8588780;Basel Schifflände;Basel;2701.0;BS;7.587152799999999;47.55919852
8589339;Basel Lerchenstrasse;Basel;2701.0;BS;7.58779084;47.53550813
8578143;Basel Bahnhof SBB;Basel;2701.0;BS;7.59029732;47.54828506
8588766;Basel Bläsiring;Basel;2701.0;BS;7.59040821;47.56861074
8589379;Basel Wolfschlucht;Basel;2701.0;BS;7.59045229;47.53737541
8500254;Basel Wiesenplatz;Basel;2701.0;BS;7.59170883;47.57728795
8519562;Basel Depot Wiesenplatz;Basel;2701.0;BS;7.59245422;47.57766470000001
8595517;Basel Weil am Rhein Grenze;Basel;2701.0;BS;7.59303191;47.58898694
8500898;Basel Claraplatz;Basel;2701.0;BS;7.59357772;47.56177136
8589299;Basel Bruderholz;Basel;2701.0;BS;7.59373165;47.53242449
8589336;Basel Kunstmuseum;Basel;2701.0;BS;7.59407464;47.55445879
8507094;Uetendorf Allmend;Uetendorf;944.0;BE;7.59488399;46.77312119
8589352;Basel Riehenring;Basel;2701.0;BS;7.59773993;47.56733285
8588787;Münchenstein Heiligholz;Münchenstein;2769.0;BL;7.60369555;47.51650969
8500096;Basel Dreispitz;Basel;2701.0;BS;7.60881999;47.53716999
8588952;Basel Karl Barth-Platz;Basel;2701.0;BS;7.60931904;47.54801591
8500136;Basel Dreispitz;Basel;2701.0;BS;7.60959592;47.53743606
8589372;Basel Waldenburgerstrasse;Basel;2701.0;BS;7.60988327;47.55412184
8508251;Steffisburg;Steffisburg;939.0;BE;7.61516056;46.77300003
8500077;Arlesheim Dorf;Arlesheim;2763.0;BL;7.618869999999999;47.49446
8508260;Grosshöchstetten;Grosshöchstetten;608.0;BE;7.63491888;46.90463137
8517413;Muttenz Zum Park;Muttenz;2770.0;BL;7.63766863;47.53070279
8502225;Mettmenstetten;Mettmenstetten;9.0;ZH;8.45738218;47.24407107
8503055;Uitikon Waldegg;Uitikon;248.0;ZH;8.46598001;47.365829999999995
8505003;Immensee;Küssnacht (SZ);1331.0;SZ;8.46267204;47.09161865
8515995;Cham Alpenblick;Cham;1702.0;ZG;8.47146328;47.18228239
8589451;Riehen Fondation Beyeler;Riehen;2703.0;BS;7.65081264;47.58676453
8507478;Frutigen;Frutigen;563.0;BE;7.65141831;46.58890754
8518459;Steinhausen Rigiblick;Steinhausen;1708.0;ZG;8.47970387;47.18786376
8591126;Zürich Fellenbergstrasse;Zürich;261.0;ZH;8.48841725;47.37571778
8508264;Schafhausen i.E.;Hasle bei Burgdorf;406.0;BE;7.65675664;46.99446739
8500288;Oberbipp;Oberbipp;983.0;BE;7.66098;47.25963999
8591896;Zürich Würzgraben;Zürich;261.0;ZH;8.49485853;47.39209173
8591222;Zürich Kappeli;Zürich;261.0;ZH;8.49492469;47.38535513
8591446;Zürich Zwielplatz;Zürich;261.0;ZH;8.49680847;47.40218556
8591033;Zürich Aargauerstrasse;Zürich;261.0;ZH;8.50248992;47.39217463
8591252;Zürich Letzigrund;Zürich;261.0;ZH;8.50372938;47.38123552
8505594;Prestinone;;;;8.47967989;46.13291179
8503403;Hüntwangen-Wil;Hüntwangen;61.0;ZH;8.51284805;47.5812689
8503312;Oberglatt;Oberglatt;92.0;ZH;8.51061884;47.47020461
8505578;Zornasco;;;;8.49081209;46.12974979
8591060;Zürich Hardbrücke Bahnhof;Zürich;261.0;ZH;8.51710489;47.38520284
8503020;Zürich Hardbrücke;Zürich;261.0;ZH;8.517126199999998;47.38519789
8591259;Zürich Lochergut;Zürich;261.0;ZH;8.51751579;47.37541231
8503094;Zürich Leimbach;Zürich;261.0;ZH;8.5196;47.3346
8503091;Zürich Giesshübel;Zürich;261.0;ZH;8.52185;47.36245
8591052;Zürich Bäckeranlage;Zürich;261.0;ZH;8.52310403;47.37867016
8591437;Zürich Wipkingerplatz;Zürich;261.0;ZH;8.52357412;47.39259154
8591366;Zürich Sihlcity Nord;Zürich;261.0;ZH;8.52303131;47.36006133
8507481;Mülenen;Reichenbach im Kandertal;567.0;BE;7.69131665;46.63802804
8505584;Malesco;;;;8.49882431;46.12922498
8573710;Zürich Wiedikon Bahnhof;Zürich;261.0;ZH;8.52418944;47.371429299999996
8508159;Niederbipp Dorf;Niederbipp;981.0;BE;7.695139999999999;47.26582
8503096;Adliswil;Adliswil;131.0;ZH;8.52416;47.3123
8507496;Faulensee;Spiez;768.0;BE;7.69791492;46.6737555
8508008;Herzogenbuchsee;Herzogenbuchsee;979.0;BE;7.70095827;47.18808611
8518690;Niederbipp Industrie;Niederbipp;981.0;BE;7.70317001;47.27864
8517131;Pratteln Salina Raurica;Pratteln;2831.0;BL;7.70988908;47.53058809
8500212;Oensingen;Oensingen;2407.0;SO;7.70987032;47.28503511
8508157;Holzhäusern;Niederbipp;981.0;BE;7.7104;47.25816
8500300;Kaiseraugst;Kaiseraugst;4252.0;AG;7.72413554;47.53849573
8591279;Zürich Morgental;Zürich;261.0;ZH;8.5301413;47.34394693
8591106;Zürich Butzenstrasse;Zürich;261.0;ZH;8.53031433;47.34140865
8591064;Zürich Selnau Bahnhof;Zürich;261.0;ZH;8.53201261;47.37067188
8591367;Zürich Sihlpost/HB;Zürich;261.0;ZH;8.53420285;47.37609318
8591384;Zürich Stockerstrasse;Zürich;261.0;ZH;8.53542259;47.36786756
8503089;Wildpark-Höfli;Langnau am Albis;136.0;ZH;8.53565;47.29657
8591262;Zürich Löwenplatz;Zürich;261.0;ZH;8.53741656;47.37589175
8591324;Zürich Röslistrasse;Zürich;261.0;ZH;8.54050116;47.38866243
8591193;Zürich Hirschwiesenstrasse;Zürich;261.0;ZH;8.54350903;47.40027195
8503007;Zürich Seebach;Zürich;261.0;ZH;8.54466022;47.41875005
8576195;Zürich Opernhaus;Zürich;261.0;ZH;8.54764664;47.36541357
8591273;Zürich Messe/Hallenstadion;Zürich;261.0;ZH;8.55009125;47.41095792
8591220;Zürich Kantonsschule;Zürich;261.0;ZH;8.55052633;47.37271695
8590762;Rümlang Bäuler;Opfikon;66.0;ZH;8.55790959;47.43554675
8591364;Zürich Signaustrasse;Zürich;261.0;ZH;8.55762321;47.36323045
8500313;Rheinfelden Augarten;Rheinfelden;4258.0;AG;7.76803187;47.54587823
8576200;Zürich Wildbachstrasse;Zürich;261.0;ZH;8.55886701;47.35318710000001
8590626;Glattbrugg Lindberghplatz;Opfikon;66.0;ZH;8.5610671;47.42560365
8573244;Glattbrugg Unterriet;Opfikon;66.0;ZH;8.56182467;47.43763159
8503340;Opfikon;Opfikon;66.0;ZH;8.56179479;47.42995484
8591128;Zürich Fernsehstudio;Opfikon;66.0;ZH;8.56174633;47.41817766
8591233;Zürich Klusplatz;Zürich;261.0;ZH;8.56649718;47.36403465
8530811;Zürich Balgrist;Zürich;261.0;ZH;8.57502031;47.35457805
8591264;Zürich Luegisland;Zürich;261.0;ZH;8.58139099;47.40601266
8591159;Zürich Glattwiesen;Zürich;261.0;ZH;8.58176006;47.40160139
8503101;Küsnacht ZH;Küsnacht (ZH);154.0;ZH;8.58063782;47.31915663
8505164;Hospental;Hospental;1210.0;UR;8.570960000000001;46.62108
8503147;Stettbach;Zürich;261.0;ZH;8.59614478;47.39721541
8508101;Roggwil-Wynau;Roggwil (BE);337.0;BE;7.81491638;47.25163965
8507494;Därligen;Därligen;575.0;BE;7.81473735;46.65976435
8518924;Neuhausen Rheinfall;Neuhausen am Rheinfall;2937.0;SH;8.61694647;47.67980493
8503423;Neuhausen;Neuhausen am Rheinfall;2937.0;SH;8.62493455;47.68313341
8508163;St. Urban;Roggwil (BE);337.0;BE;7.835960000000001;47.23175998
8508164;St. Urban Ziegelei;Roggwil (BE);337.0;BE;7.836060000000001;47.22731998
8505170;Nätschen;Andermatt;1202.0;UR;8.60960026;46.64219973
8508208;Trubschachen;Trubschachen;909.0;BE;7.84614196;46.92169996
8500033;Rümlingen;Rümlingen;2859.0;BL;7.85054194;47.42537926
8503068;Maiacher;Zumikon;160.0;ZH;8.63107;47.32817
8503281;Sattel-Aegeri;Sattel;1371.0;SZ;8.62723;47.07984999
8503074;Neue Forch;Küsnacht (ZH);154.0;ZH;8.63783999;47.32581
8503205;Au ZH;Wädenswil;293.0;ZH;8.64372591;47.24681794
8503104;Meilen;Meilen;156.0;ZH;8.64431191;47.26981115
8505498;Borgnone-Cadanza;Centovalli;5397.0;TI;8.6225;46.15852
8503127;Schwerzenbach ZH;Schwerzenbach;197.0;ZH;8.65867361;47.38438582
8502306;Hünenberg Chämleten;Hünenberg;1703.0;ZG;8.44990854;47.16915941
8507378;Grütschalp;Lauterbrunnen;584.0;BE;7.89087367;46.59651556
8507560;Winteregg;Lauterbrunnen;584.0;BE;7.89604778;46.58180491
8505586;Buttogno;;;;8.44505778;46.13601469
8503526;Regensdorf-Watt;Regensdorf;96.0;ZH;8.47208493;47.43656353
8591274;Zürich Micafil;Zürich;261.0;ZH;8.47451755;47.39303169
8591051;Zürich Bachmattstrasse;Zürich;261.0;ZH;8.483048199999999;47.38892618
8591068;Zürich Bändliweg;Zürich;261.0;ZH;8.4850087;47.396356299999994
8591435;Zürich Winzerstrasse;Zürich;261.0;ZH;8.48637312;47.40376481
8503057;Uetliberg;Zürich;261.0;ZH;8.48765;47.35236
8591057;Zürich Altstetten Bahnhof N;Zürich;261.0;ZH;8.48990499;47.39206622
8502230;Zug Chollermüli;Zug;1711.0;ZG;8.48664571;47.18023756
8503054;Zürich Triemli;Zürich;261.0;ZH;8.49520001;47.36499
8503610;Zürich Triemli;Zürich;261.0;ZH;8.49537824;47.36815242
8505496;Verdasio;Centovalli;5397.0;TI;8.6492;46.165209999999995
8503206;Wädenswil;Wädenswil;293.0;ZH;8.67521627;47.22930726
8503105;Uetikon;Uetikon am See;159.0;ZH;8.6787871;47.25903013
8503126;Nänikon-Greifensee;Uster;198.0;ZH;8.68641362;47.36936292
8503061;Langwies ZH;Egg;192.0;ZH;8.69439;47.29605
8505495;Corcapolo;Centovalli;5397.0;TI;8.67513999;46.16880999
8576240;Zürich Meierhofplatz;Zürich;261.0;ZH;8.4993752;47.40200912
8591178;Zürich Hardturm;Zürich;261.0;ZH;8.50450442;47.39416325
8591039;Zürich Alte Trotte;Zürich;261.0;ZH;8.50765877;47.39759591
8591034;Zürich Albisgütli;Zürich;261.0;ZH;8.50771177;47.351991600000005
8591074;Zürich Bernoulli-Häuser;Zürich;261.0;ZH;8.50870885;47.39376459
8516187;Zug Schutzengel;Zug;1711.0;ZG;8.50724221;47.17372491
8591448;Zürich Zypressenstrasse;Zürich;261.0;ZH;8.51376892;47.37668995
8591135;Zürich Förrlibuckstrasse;Zürich;261.0;ZH;8.51715521;47.39221088
8594239;Zürich Schiffbau;Zürich;261.0;ZH;8.51986411;47.38802849
8503401;Glattfelden;Bülach;53.0;ZH;8.52405519;47.54855798
8503087;Zürich Saalsporthalle;Zürich;261.0;ZH;8.52214;47.3574
8506023;Ossingen;Ossingen;37.0;ZH;8.72411655;47.61461397
8502120;Küngoldingen;Oftringen;4280.0;AG;7.94179667;47.30214151
8503125;Uster;Uster;198.0;ZH;8.71870916;47.35036901
8502110;Dulliken;Dulliken;2573.0;SO;7.94650133;47.35427614
8503428;Diessenhofen;Diessenhofen;4545.0;TG;8.7522994;47.68546822
8502003;Reiden;Reiden;1140.0;LU;7.96877439;47.24146836
8506036;Reutlingen;Winterthur;230.0;ZH;8.75214808;47.52965938
8505493;Cavigliano;Terre di Pedemonte;5396.0;TI;8.72143;46.18374
